,user_name,total_star,durability_star,price_star,design_star,delivery_star,date,review,help
17,츄춫춫,5.0,5.0,5.0,5.0,5.0,2020.10.16,엄마아빠가 너무 좋아하세요!!! 극찬한 후기가 많은 이유가있네요!!,2
18,담222,5.0,5.0,5.0,5.0,5.0,2020.10.11,실제사용하는 모습입니당 머리있는거 사길 잘한거같아요 소파에누워있는게 허리아파서 샀는데 편안하구 좋아요 싼데도 냄새도 안나고 좋아요 엄마도 보시고 하나 사셨어요!,2
19,Ezekiela,5.0,5.0,5.0,5.0,5.0,2020.08.10,정말 너무 편안하고 좋습니다! 요즘 퇴근하고 이 의자로 항상 직행하는 것 같아요^^,2
20,늘품다,5.0,5.0,5.0,5.0,5.0,2020.08.01,너무 편하고 조립? 하는 방법도 쉬워서 엄청 빠르게 조립할 수 있어서 좋았어요! 그리고 너무편해요 폭신폭신!,2
21,쏭부녀,5.0,5.0,5.0,5.0,5.0,2020.07.26,마약의자임 꼭 사세요 두번사세효 칼라 실버그레이랑 아이보리 고민하다 아이보리샀는데 쨍한 아이보리아님 은은하니 고급스러움,2
22,starryesther,5.0,5.0,5.0,5.0,5.0,2020.07.05,넘 편안하고 가볍고...좋아요~~~ 하루종일 뒹굴뒹굴,2
23,쏘유3,5.0,5.0,5.0,5.0,5.0,2020.05.20,조립도 너무 손쉬웠고 배송도 너무 적절하게 잘왔어요~~ 편안하고 푹신한 너무 맘에드는 의자에요!!,2
24,안지몬,5.0,5.0,5.0,5.0,5.0,2020.05.08,아 너무좋아요....공간만 된다면 하나더 사고싶네요 ㅠㅠ올해최애쇼핑템이될것같아요,2
25,지쥰,5.0,5.0,5.0,5.0,5.0,2020.05.03,흐엥 넘 편하고 좋아요ㅜㅜ소재가 조금 더워서 한여름엔 에어컨틀고 앉아야 할것 같아요!,2
26,이정민♡3,5.0,5.0,5.0,5.0,5.0,2021.06.27,커버도 사고 흔들의자도 샀는데 흔들의자는 자리차지 너무 많이하고 커버는 안예뻐서 사용안하고 있어요 ㅠㅠ 흔들의자 없이도 충분히 편하고 커버없어도 시원해서 두개 같이 산거는 좀 후회중입니다 의자자체는 완전 좋아요!!!!!,1
27,지혀니zz,5.0,5.0,5.0,5.0,5.0,2021.06.24,심각하게 포근합니다.. 이게 무엇인기요..? 왜 이제 알앗지 ㅠ,1
28,감귤이v,5.0,5.0,5.0,5.0,5.0,2021.06.03,왜 이제 샀나싶어요 밥먹고 쉬면 침대에 앉아있다가도 스르륵 누워버려서 앉을수있는 쇼파 찾다가 구매했어요 진짜 너무너무 좋아요ㅠㅠㅜㅠ 키는 172cm구요 키 170 이상이신분들은 플러스 사시는게 좋아요 발받침 추가구매 망설이지 마시고 함께 주문하세요. 진짜 너무 좋습니다!!!!!,1
29,amiekim,5.0,null,null,null,null,2021.05.15,여자 혼자 조립하기도 쉽고 ~견고하고 정말 편해요~~ 낮잠 자기도 좋구요~~ 애들도 너무 좋아 합니다~ 그리고 고급져요^^,1
30,레츠두,5.0,5.0,5.0,5.0,5.0,2021.05.12,이 쇼파는 고민하고 계시다면 바로 구매하세요!! 돈 아깝지않아요ㅠㅠ 너무 편하고 집오면 여기에만 앉아있어요ㅎㅎ,1
31,송현정😎,5.0,5.0,5.0,5.0,5.0,2021.05.10,"키가 큰 부부여서 플러스 제품 주문 했어요~ 목까지 탁 받쳐줘서 좋구요~ 무엇보다 푹신하고, 예뻐요~ 발받침 꼭 같이 사세요^^",1
32,윤팬더,5.0,5.0,5.0,5.0,5.0,2021.04.16,설명서는 이해가 잘안되서 유튜브 검색해서 보면서 하니 금방조립햏아요ㅎㅎ 아니 배송이 미쳤어요 이틀 후 도착ㅎㄷㄷ 디자인은 그냥해도 이쁘지만 사놓은게 있다보니ㅋㅋㅋㅋ 의자랑 테이블 높이 저는 딱 좋은 것 같아요! 제 키가 167cm정도 하는데 앉을때 목쿠션 부분이 딱 목을 지탱해줘서 편합니당 그리고 흔들의자는 처음이라 공부나 노트북 작업할 때 흔들거릴까 걱정했는데 발을 바닥에 대면 흔들림 없이 좋네요ㅎㅎ,1
33,메인ㄷㅣ,5.0,5.0,5.0,5.0,5.0,2021.03.17,너무 편하고 좋아요! 잘 구매한거 같습니다:),1
34,풍요로운윤,5.0,5.0,5.0,5.0,5.0,2021.01.21,이것과 이케아 중에 고심하다 골랐는데 정말 잘 했다고 셀프칭찬합니다. 흔들 프레임 끼고 앉아있다 잠든 적도 있어요. 참! 스툴도 함께 구입하시길 추천드립니다. 이것은 천국!,1
35,데쓰오브러브,5.0,5.0,5.0,5.0,5.0,2020.11.25,너무 편해서 남친 선물로 해줬는데 엄청 좋아해요 ㅋㅋ,1
36,뮤뮤뮤뮤뮤몸라라뉴,5.0,5.0,5.0,5.0,5.0,2020.10.04,너무 편하고 좋아요 리클라이너 대용으로 샀어요 겨울에 더 포근할듯해요 크기는 생각보다 컸고 발거치대랑 같이쓰면 진짜 낮잠꿀잠자기 딱좋아요,1
37,kosaf19255,5.0,5.0,5.0,5.0,5.0,2020.07.19,정신차리다 보면 어느새 자고있는 내 자신을 발견하고..,1
38,잘살자-,5.0,5.0,5.0,5.0,5.0,2020.06.18,생각보다 가벼워서 옮기기도 용이하고 푹신해요! 가성비 갑입니다,1
39,솔솔2722,5.0,5.0,5.0,5.0,5.0,2020.04.29,편하고 생각보다 튼튼해요 디자인도 예쁩니다 크기는 커요,1
40,조현우0822,5.0,5.0,5.0,5.0,5.0,2021.08.24,리뷰가 좋아서 반신반의 했는데 튼튼하니 푹신하네요 단 높이가 좀 있네요 어머니한테 좀 높아요 방석과 함께 구매했는데 높아서 못쓸거 같아요,0
41,정승아28,5.0,5.0,5.0,5.0,5.0,2021.08.24,애기수유하고 재울때 딱입니다 하나 더사려구요,0
42,차남29,5.0,5.0,5.0,5.0,5.0,2021.08.24,조립하는데 쫌 힘들긴했지만 여자 혼자 할만해요... 키 168에 플러스 버젼 딱 맞아요! 아 그리고 여름에 더위 많이 타는 사람은 꼭 여름 커버 사세요. 안사서 지금 후회막심함ㅠㅠ,0
43,우산이필요해,5.0,5.0,5.0,5.0,5.0,2021.08.23,엉덩이쪽이 조금 더 깊었으면 더 좋았겠어요 ㅎ 이케아 포앵 느낌처럼요! 푹신하긴하네요!,0
44,모모체리대디,5.0,5.0,5.0,5.0,5.0,2021.08.23,진짜 최고에요!!푹신푹신 저의최애의자가될거같아요♡,0
45,00universe,5.0,5.0,5.0,5.0,5.0,2021.08.23,힘든 일 있으면 흔들의자에 앉아있는게 제 소확행❤,0
46,아이고세라야,5.0,5.0,5.0,5.0,5.0,2021.08.22,"생각했던거보다 더 편해서 임신한 와이프와 강아지, 그리고 저도 아주 잘쓰고 있습니다.",0
47,zzizzi,5.0,5.0,5.0,5.0,5.0,2021.08.18,엄청 크고 아늑해용 자리를 많이 차지하긴 해여,0
48,Kong.sh,5.0,5.0,5.0,5.0,5.0,2021.08.18,크기가 생각보다 큰편이네요.. 아직 한참 여름철이라 여름커버까지 같이 구매했습니다. 아무런 공구없이 손으로만 조립이 가능하도록 만들어져 있어 매우 편합니다. 앉아보니 원래 기능이 수유의자라서 그런지 매우 편합니다. 흔들의자 부속 기능이 또 욕심이 나게 됩니다 ^^,0
49,우아아라,5.0,5.0,5.0,5.0,5.0,2021.08.17,의자 정말...좋아요 놀러온 지인마다 다들 감탄하고 가요 정말 나를 푹 감싸주는 느낌..!!! 키가 큰편이라 걱정 하긴 했지만 목 높이도 딱 맞아요!!!,0
50,뮤꾸,5.0,5.0,5.0,5.0,5.0,2021.08.16,만족만족 대만족이에요 오랜고민끝에 수유의자용 겸 쇼파겸 삿는데 디자인도이쁘고 가벼워서 옮기기도 용이해요 잘 골라서 잘삿구 배송빨랏어요,0
51,럭스밍,5.0,5.0,5.0,5.0,5.0,2021.08.16,최고임니다 살짝 오래앉으면 허리가 아프지만 정말 잘샀어요,0
52,김석진의마지막사랑,5.0,5.0,5.0,5.0,5.0,2021.08.12,배송 제일 빨랐구요 겁나 크긴한데 엄청 편해요 진짜 후회없어요 조립도 간단하고요,0
53,jjjijjji,5.0,5.0,5.0,5.0,5.0,2021.08.09,정말 편하고 발받침과 쿠션은 꼭 추가하는것이 좋을것같네요,0
54,끼린3,5.0,5.0,5.0,5.0,5.0,2021.08.07,할아버지 의자로 사드렸는데 조립도 편하고 이쁘고 앉았을때 너무 편해서 맘에듭니다~!,0
55,윤주세상♡,5.0,5.0,5.0,5.0,5.0,2021.08.06,고딩 딸아이 오늘 하루종일 의자에서 사네요 설치는 동영상 찾아보며 잘 설치했습니다,0
56,임복임2,5.0,5.0,5.0,5.0,5.0,2021.08.06,너무 편안해요 친정식구들이 휴가겸 집들이경 왔었는데 앉아 있으면 자꾸잠이 온대요 세개 구매 했네요,0
57,JoYYelin,5.0,5.0,5.0,5.0,5.0,2021.08.03,"진짜 최고에요 자취하게 돼서 고민하다가 샀는데 진짜 최고,,",0
58,푸른산호초,5.0,5.0,5.0,5.0,5.0,2021.08.02,대만족입니다. 정말 편해요. 조립도 간편하고..무엇보다 화이트톤 가구랑 잘 어울려 좋습니다,0
59,토끼AAA,5.0,5.0,5.0,5.0,5.0,2021.08.02,"흔들 다리, 방석, 발 받침 스툴까지 싹 구매해서 편하게 사용 중 입니다",0
60,클래식당,5.0,5.0,5.0,5.0,5.0,2021.07.31,조립도 쉽고 견고해요. 생각보다 커서 놀랐지만 정말 편하네요.,0
61,ysfl82,5.0,5.0,5.0,5.0,5.0,2021.07.29,아이가 좋아하고 만족합니다. 편안합니다.,0
62,함탱탱,5.0,5.0,5.0,5.0,5.0,2021.07.29,의자가 너무 편안하고 좋아요~~꿀잠오네요~ㅋ 출산전인데 잘샀어요~^^,0
63,연준서할머니,5.0,5.0,5.0,5.0,5.0,2021.07.28,조립도간단하고 너무좋아요.푹신하고.좋아요,0
64,kindcow,5.0,5.0,5.0,5.0,5.0,2021.07.26,진짜 편해요. 집에비해 의자가 큰 느낌이긴 한데 그래도 엄청 편해요. 다른분들 말씀처럼 흔들의자 다리 설치하니까 뒤로 기댈때 편한각도가 나와서 좋아요. 167인데 목받침 있는거 엄청 편하고 발받침은 꼭 있어야할거같아요. 되게편해요.,0
65,이선항,5.0,5.0,5.0,5.0,5.0,2021.07.25,조립도 쉬웠어요 푹신하다는 후기가많았는데 제기준 그렇게많이 푹신하진않았어요 생각보다 커서 놀랬지만 앉으면 생각이 달라집니다 대신 몸을 편하게 받쳐주면서 기분이 좋아집니다 ㅎㅎ 발받침 굿이에요 밥먹고 눕는걸좋아하는데 그럴때 앉으면 딱이에요 많이파세요!,0
66,뚱리니,5.0,5.0,5.0,5.0,5.0,2021.07.25,베란다에 두려고 샀어요 ㅎㅎ 넘 편해요,0
67,ssssaaa2,5.0,5.0,5.0,5.0,5.0,2021.07.25,지금 한여름이라 좀 덥지만 그래도 푹신푹신하고 편해요. 발받침 꼭 같이주문하세요! 헤드가 좀 더 높았으면 하는 아쉬움이 있지만.. 조립이 쉬운반면 튼튼해서 만족합니다.,0
68,돌이곰!,5.0,5.0,5.0,5.0,5.0,2021.07.24,색상 여러 고민 끝에 후회없는 결정하였습니다. 다른 후기 대로 엄청 편안하네요!,0
69,썬키스트486,5.0,5.0,5.0,5.0,5.0,2021.07.23,이사일 맞춰서 주문했어요. 절대사세요.위로받는기분입니다,0
70,조혜우,5.0,5.0,5.0,5.0,5.0,2021.07.22,진짜 편해요 ㅋㅋ 근데 여름엔 좀 더워여 겨울엔 좋을듯 추가제품 여름 어쩌고 있던데 그거 사는게 좋을듯 근데 조립이 좀 힘들어요,0
71,보람이15,5.0,5.0,5.0,5.0,5.0,2021.07.22,너무너무 편하네요 잘샀어요. 너무너무 편하네요 잘샀어요.,0
72,하하하지하,5.0,5.0,5.0,5.0,5.0,2021.07.21,"선물로 주문해서 보냈는데 너무 만족하고, 편하다고 하네요!",0
73,랄란1,5.0,5.0,5.0,5.0,5.0,2021.07.18,아직 임산부는 아니지만 편한의자 찾다가 사게됐어요 ㅋㅋ 가격대비 푹신푹신하고 넘 좋아요 ~!!,0
74,Gadn,5.0,5.0,5.0,5.0,5.0,2021.07.17,빠른배송감사드려요~잘받았습니다!!!!,0
75,❤오은주💜,5.0,5.0,5.0,5.0,5.0,2021.07.17,주문 하루만에 배송 되어서 정말 좋네요! 박스가 뚫어져 있어서 혹 제품에 문제 있음 어쩌나 했는데 제품은 이상 없네요. 조립하기전엔 좀 부실하지 않나 했는데.... 바로 조립해서 앉아봤는데 넘나 편하네요. 수유의자라고 해서 나와는 별개인데 하다가 우리 주인님(반려견) 안고 있는 시간이 넘 많아서 속는셈 치고 구입했는데 우리 쥔님이 아주 안락하게 품에 안겨 있네요. 고맙습니다. 덕분에 안고 있을때 힘들지 않게 되었습니다. 앞으로도 좋은 제품 많이 파세요!!,0
76,크루크루크루,5.0,5.0,5.0,5.0,5.0,2021.07.17,진짜 편하네. 너무 편해. 진짜 너무너무 편해,0
77,zzam_2,5.0,5.0,5.0,5.0,5.0,2021.07.16,배송은 이틀만에 왔고 조립도 생각보다 편했어요!! 여자 혼자서 조립했고 무게도 가벼워서 좋네용:-) 근데 지퍼 잠글 때 조금 힘들었지만 완성하고 나니 뿌듯 무엇보다 편하네요! 진즉에 살 걸 그랬어요 ㅋㅋㅋㅋ 쿠션을 추가로 구매했는데 아직 빵빵해서 저는 스툴에 올려두고 추후에 꺼지면 의자에 놔둘까해요~ 그리고 세탁은 힘들어서 편백수 뿌리고 환기 시키니 냄새가 조금씩 빠지네요!,0
78,aprilblossom2,5.0,5.0,5.0,5.0,5.0,2021.07.15,너무너무너무편하고 맘에들어요 감사합니다,0
79,낭니잉,5.0,5.0,5.0,5.0,5.0,2021.07.15,아직도 안사고 망설이시나요? 진짜 제발 사주세요 집순이 0순위템임..,0
80,김미58,5.0,5.0,5.0,5.0,5.0,2021.07.15,이사하는집에 신랑을위해 마련한의사 완죤 맘에들어하네요~,0
81,gusn1993,5.0,5.0,5.0,5.0,5.0,2021.07.14,배송도 빠르고 잘받았습니다 감사합니다.,0
82,♥김상원☆⛤79,5.0,5.0,5.0,5.0,5.0,2021.07.13,너무 편하고 좋아요 다만 남자가 쓰기에는 어깨?팔 부분이 조금 좁은것 같아요 불편하지는 않고 잘쓰겠습니다,0
83,찐진찐진이,5.0,5.0,5.0,5.0,5.0,2021.07.10,남편이 더 좋아하는 수유의자에요. 아기 수유할 때 편할 것 같아요!,0
84,_day,5.0,5.0,5.0,5.0,5.0,2021.07.10,다들 칭찬하길래 얼마나하겠어했는데 진짜 마약이네요..시간 순삭,0
85,귤귤펀치,5.0,5.0,5.0,5.0,5.0,2021.07.09,그냥 바로 잠옴 ㅋㅋㅋ 엄청 편해요 재질이 다만 좀 더운,0
86,김한결78,5.0,5.0,5.0,5.0,5.0,2021.07.07,좋아요 리뷰보니 생각보다 안덥다고 하는데 확실히 조금 덥긴합니다! 그래도 워낙 폭신하고 추카 쿠션은 깔아주는게 좋고요! 오래 앉으면 허리 아프다는 리플도 왜 있는지 알겠지만 마약은 맞아요 ㅎㅎ 한번 앉으면 일어나기 싫어요 ㅎㅎ 집에 놀러온 친구도 사겠다고 이름 적어갔네요,0
87,민날담,5.0,5.0,5.0,5.0,5.0,2021.07.07,벼르고 벼르던 캠프밸리 의자를 수유용으로 구매했어요 너무 좋네요 편하고! 처음엔 조립이 좀 햇갈렸으나 유튜브 보고 따라했더니 엄청 쉽더라고요 ㅎㅎ 색상 이쁘다고 엄마한테 칭찬 받았어요^^,0
88,승이사랑♡,5.0,5.0,5.0,5.0,5.0,2021.07.05,사진엔 없는데 지금 흔들의자로 쓰고 있어요~넘 편하고 좋아하는 자리가 됐어요,0
89,복다ㄴ,5.0,5.0,5.0,5.0,5.0,2021.07.05,수유할때 쓰려고 삿는데 와 .... 애기 밥먹이다 제가 눈뒤집어져서 자요 ㅋㅋㅋㅋㅋ 집에 온 손님들도 한번씩 앉더니 링크 달라고 난리 ㅎㅎ 너무 편해요 여기 앉으면 쇼파에 앉기 시러져요,0
90,나나톡톡,5.0,5.0,5.0,5.0,5.0,2021.07.05,엄청 폭신하구 예뻐요~~ 다리 프레임이 좀 그렇긴 하지만 의자 쿠션감은 최고에요,0
91,박md,5.0,5.0,5.0,5.0,5.0,2021.07.04,설치간편 너무편해요. 너무 잘산거같아요,0
92,리무리무리무,5.0,5.0,5.0,5.0,5.0,2021.07.02,"배송도 엄청 빠르고, 조립도 할만해요! 할머니 방에 놓아드렸는데 엄청 편안합니다 :)",0
93,튠자,5.0,5.0,5.0,5.0,5.0,2021.07.01,리뷰가 다 좋아서 맘 먹고 구매했는데..진짜 편해요 침대에만 누워있었는데^^이제 여기에만 누워서 핸드폰해요 진작 살껄^^,0
94,유저유정이,5.0,5.0,5.0,5.0,5.0,2021.06.30,말이 필요없네요~짱이예요! 우리집에 찰떡!수유의자로 쓰려 샀는데 색감도 고급지고 이뻐요~^^,0
95,노란장판체리색몰딩꽃무늬벽지,5.0,5.0,5.0,5.0,5.0,2021.06.30,사본 의자중에 제일 편합니다. 쿠션을 깔아놓고 쓰면 더 좋아요,0
96,손모가지하나,5.0,5.0,5.0,5.0,5.0,2021.06.29,좋습니다 잘써볼꼐요 감사합니다 배송빨라요,0
97,쏭소소송,5.0,5.0,5.0,5.0,5.0,2021.06.27,계속 고민하다 샀는데 왜 이제 샀나 싶어요 정말 편하고 좋아요,0
98,규규큐,5.0,5.0,5.0,5.0,5.0,2021.06.27,임신중 우연히 들른 카페에서 의자가 너무 편해 나중에 이사하면 사야지 했었거든요 그런데 아기 낳고 보니 그게 국민수유의자더라구요 디자인은 비슷했는데 사이즈 스펙이 좀 다른거 같아 고민했는데 역시나 약간 큽니다 제가 앉아봤던건 좀더 작다고해야하나 아주 조금 짧고 쿠션이 더 두터워서 폭 안기는 느낌이 강했는데 이건 그런게 좀 덜해요 제가 체구가 작아서 더더욱이 목베개 없는게 나을거 같아요 그리고 발올리는 스툴은 왜 필수라고 했는지 알겠네요,0
99,큐르빈,5.0,5.0,5.0,5.0,5.0,2021.06.26,가격대비 괜찮은거 같아요 생각보다 외관도 고급스럽고요 그러나 리클라이너 만큼의 편안함을 기대하신다면 리클라이너로 가시는게 좋을것 같습니다,0
100,또르끼,5.0,5.0,5.0,5.0,5.0,2021.06.26,베란다에 두니 홈카페가 따로 없습니다. 느긋하게 누워서 바깥 보고있으면 잠도오고 아주 편안해서 좋습니다. 집에 놀러오는 사람마다 다 한번 앉으면 못일어나요 ㅋㅋ,0
101,슬아아빠입니다,5.0,5.0,5.0,5.0,5.0,2021.06.24,조립하는거는 엄청간단하고 간단한거 비해 엄청 편하네요 한번 앉으면 일어나기 싫어요 수유시 사용하려고 샀는데 계속 사용해도 될꺼같아요 고민많이했는데 엄청편하네요,0
102,AHYEONG♡,5.0,5.0,5.0,5.0,5.0,2021.06.24,전날 주문했는데 바로 다음날 배송이 왔네요….; 엄청나게 빠른 속도..!! 제품 조립도 어렵지 않고 다리 올리고 앉아있으니 너무 편안해요~ 사길 잘 했다는 생각이 듭니다~,0
103,송아름78,5.0,5.0,5.0,5.0,5.0,2021.06.22,진짜 최고네요 ㅠㅠ 배송도 하루만에오고 진짜 분위기 미쳤고 편하기도 오지게 편해요 ㅠ,0
104,ㅎㅅㅎ0711,5.0,5.0,5.0,5.0,5.0,2021.06.21,너무 좋아여ㅠㅠㅠㅠㅠㅠ세트로 사세요!!!짱짱 진짜 편하게 저녁마다 쉬고있어요ㅠㅠ,0
105,morpho42,5.0,null,null,null,null,2021.06.21,166여잔데 목쿠션이 좀 높아요 그것빼면 좋음,0
106,나는나는나는나는나는나는나,5.0,5.0,5.0,5.0,5.0,2021.06.19,실수로 쿠션만 올렸는데 리뷰 수정합니다 이거 사실때 여름용커버 사는게 좋을꺼같아요 그리구 뭔가 애매하게 안맞는거같으면서도 내몸에 맞는게 기분이 이상해요 ㅋㅋ,0
107,012210,5.0,5.0,5.0,5.0,5.0,2021.06.16,아주 포근하고 좋아요. 오래 앉아 있을 때는 허리부분에 쿠션 하나 받치는게 좋겠네요.,0
108,샨샨1004,5.0,5.0,5.0,5.0,5.0,2021.06.16,생각보다 엄청 크다는 후기를봤지만 진짜 크네요 ㅎㅎㅎ 그래서 더 편한 것 같아요! 키170인데 머리 올라오는 형태로 하길 잘했어요 머리까지 너무 편해요 감사합니다 많이파세요💛,0
109,지금이순간57,5.0,5.0,5.0,5.0,5.0,2021.06.14,완전편하고 너무 좋아요 한번 앉으면 일어나기가 싫어요 진짜 잘산듯 👍,0
110,치닝치닝,5.0,5.0,5.0,5.0,5.0,2021.06.14,선물받은 건뎅 너무너무 맘에 들어용!!! 색깔도 찰떡이고 포옥 안기는 느낌이 너무 좋아용 만삭때랑 출산후에도 아주아주 잘쓸거같아요!! 감사합니둥🙏🏻,0
111,sodinnii51,5.0,5.0,5.0,5.0,5.0,2021.06.13,조립하기 크게 어렵지 않았어요! 편하고 좋네요~~~,0
112,개구부치워라,5.0,5.0,5.0,5.0,5.0,2021.06.10,아진짜 너무 편해요 ㅋㅋㅋ 제 키가 163인데 좀 늘어지게 앉았더니 목받침대가 거슬리네요 걍 없는게 나을지도 몰겠어요 여튼 정말정말 좋습니다,0
113,진상미2,5.0,5.0,5.0,5.0,5.0,2021.06.09,역시 발받침도 구매하길 잘했어요 너무 편안해요,0
114,3586,5.0,5.0,5.0,5.0,5.0,2021.06.09,"너무 좋아여 혼자 조립하는데 진땀뺐었긴 한데 무조건 스툴이랑 쿠션, 흔들의자옵션이 진리입니다 너무 편하고 색감도 좋고 어디에나 매치가 잘됩니다!",0
115,짱뚱이2,5.0,5.0,5.0,5.0,5.0,2021.06.07,인생쇼파~넘 편해요~발받침은 편함을 200%올려줘요~손님이 와서 앉아보더니 주문해달래서 바로 주문해줬네요~,0
