,user_name,total_star,durability_star,price_star,design_star,delievery_star,date,review,help
27,박까니,5.0,5.0,5.0,5.0,5.0,2021.06.26,생각보다 조립이 쉬웠어요! 앉아있으니까 멍때리기 좋네여 ㅎㅎ,0
28,하자맘,5.0,5.0,5.0,5.0,5.0,2021.06.21,앉아있으면 편안해서 일어나기 싫어져요~~~ 콤팩 사이즈라 공간차지하지않아 좋아요~,0
29,tttyyyppp♥,5.0,5.0,5.0,5.0,5.0,2021.06.19,깔끔하고 너무 편해요... 최저가로 잘 산 것 같아요,0
30,동진36,5.0,5.0,5.0,5.0,5.0,2021.06.18,튼튼하고 좋아요 잘쓰고있어요 많이 파세요,0
31,엄연주3,5.0,5.0,5.0,5.0,5.0,2021.06.12,넘 이뻐요 👍🏻👍🏻흔들흔들의자에 앉아서 책읽으니 너무 좋더라구요 ㅎㅎㅎ,0
32,정리아짱,5.0,5.0,5.0,5.0,5.0,2021.06.04,가격 착하고 튼실하네요! 감사합니당^^,0
33,길위의50대,5.0,5.0,5.0,5.0,5.0,2021.05.26,사이즈도 크고 아주 맘에 들어요 튼튼해요,0
34,환원맘,5.0,5.0,5.0,5.0,5.0,2021.05.02,설명서보고 조립하기 편안했어요. 허리무리가는거 전혀없이 편해요,0
35,손주병법,5.0,5.0,5.0,5.0,5.0,2021.04.28,생각보다 크기가 크네요! 조립도 어렵지 않고 편합니다 ㅎㅎ,0
36,지은무ㅇ,5.0,5.0,5.0,5.0,5.0,2021.04.24,가격대비 편하고 좋아요! 편해서 자꾸 눕고 싶어지네요. 스펀지랑 커버가 분리가 안되는게 아쉽긴해요ㅠㅠ,0
37,박시연132,5.0,5.0,5.0,5.0,5.0,2021.04.18,조립 둘이서 하면 진짜 금방 합니다! 가성비로는 끝판왕일듯해요!!,0
38,히댁,5.0,5.0,5.0,5.0,5.0,2021.03.19,너무 예쁘고 좋아요 굿굿 👍🏻 편하고 아주좋아요 ㅋㅋㅋ 남편도 대만족스 배송이 따로와서 질문남겼는데 친절하게 답해주셔서 감사합니다 사진은 지우고 두개찍은걸로 다시올리고싶은데 사진삭제가안되서 안타깝..ㅠㅠ 예쁘고 좋아요,0
39,왕딩2,5.0,5.0,5.0,5.0,5.0,2021.02.19,자꾸만 앉아있고 싶네요 ㅎ 조립은 마지막 단계에서 힘이 좀 들어가는거 빼곤 쉬워용,0
40,나초랭이,5.0,5.0,5.0,5.0,5.0,2021.02.14,편하게잘쓰거있어요...........,0
41,민성이6,5.0,5.0,5.0,5.0,5.0,2020.11.22,만들기 어렵지도않고 편해요 천에 먼지가 잘묻네요 잘떨어지지않고,0
42,바론하온,5.0,5.0,5.0,5.0,5.0,2020.11.07,튼튼하고 앉으면 편해요~ 아들이 좋아하네요~,0
43,진또진빠ㅇ,5.0,5.0,5.0,5.0,5.0,2020.11.05,가격에 비해 너무 좋아요 거기다 튼튼하기 까지해요 높이도 너무 낮지않고 적당히 높아서 적당해요 아버지께 선물드렸는데 너무 좋아하세요,0
44,효정254,5.0,5.0,5.0,5.0,5.0,2020.10.29,너무편해요 강쥐랑 매일누워서 같이잠든답니다,0
45,raphaella,5.0,5.0,5.0,5.0,5.0,2020.10.28,조립 1시간 걸렸고 앉아보니 너무 편하고 좋네요 뜨개질 할때 앉을 의자 필요해서 구입했는데 너무 좋아요,0
46,목개리,5.0,5.0,5.0,5.0,5.0,2020.10.27,안자 보면정말 편해요 배송두 빨르구요,0
47,비앙3,5.0,5.0,5.0,5.0,5.0,2020.10.24,이쁘고 조립도 쉽고 편하고 세트로 꼭 구매하세요 단품으로 구매하면 메리트가 없는 상품 인거같아요,0
48,Bible.Kim💫72,5.0,5.0,5.0,5.0,5.0,2020.10.13,완전 예쁘고 느낌좋아요. 편하게 앉아서 책보기 딱입니다,0
49,sogogi007,5.0,5.0,5.0,5.0,5.0,2020.09.16,서재에서 독서나 음악감상용으로 샀습니다 조립도 쉽고 튼튼하구요 다만 커버에 솜을 분리하고 합체하기가 좀 힘든 위치에 지퍼가 달려있네요 지금도 이 의자에 앉아 리뷰를 작성하고있습니다 이놈은 와이프가 허락한 유일한 마약이라 할 수 있습니다 절대 절대로 퇴근하고 들어와서 바로 앉는다거나 뭔가 할 일이 남아있는 상태로 앉지마세요 나도모르게 아무 생각 없이 끄덕거리고 있는 자신을 발견하게 될게야,0
50,아라요이,5.0,5.0,5.0,5.0,5.0,2020.09.03,처음볼때 낮아서뭐야ㅠㅠ햇는데 앉아봤는데 딱좋아요!!안낮아용 편안하고쿠션감도좋고예뻐횰 고양이들도좋아하구용!! 근대생각보다너무커서 조금당황햇어요..홓홓그치만너무이쁘니패스,0
51,겜단,5.0,5.0,5.0,5.0,5.0,2020.08.17,설명서가 어려워서 좀 헤맸지만 여자혼자 조립할수 있고 스툴도 이왕이면 구매하세요 진짜 편하고 쉬는날 이 의자 붙박이임,0
52,천미희70,5.0,5.0,5.0,5.0,5.0,2020.08.10,의자 너무편하고 좋아요 조립은 어렵지않구여 흔들의자라 잠도 잘옵니다,0
53,해피해피미선,5.0,5.0,5.0,5.0,5.0,2020.07.29,색이 촌스러운지 알았는데 막상 조립하고나니 연한 초록색으로 넘 예쁘네요......쿠션도 있고 허리쪽도 편하고 좋아요. 디자인도 고급스러워요.,0
54,정소리나,5.0,5.0,5.0,5.0,5.0,2020.07.28,조립은 30분정도 걸렸구요 생각보다 커서 넉넉하게 앉을 수 있을 것 같아요!,0
55,이준서88,5.0,5.0,5.0,5.0,5.0,2020.07.24,배송빠르고 편합니다. 조립하는데 30분정도 걸렸어요,0
56,애기찐빵,5.0,5.0,5.0,5.0,5.0,2020.07.20,확실히 만들면 이쁘잖아요. 편하게 쓸 듯 싶네요.,0
57,엽기콩이,5.0,5.0,5.0,5.0,5.0,2020.06.23,조립도 어렵지 않게 했어요 근데 커버에 냄새 나서 빨려고 벗기다가 스펀지 찢어졌어요 그냥 페브리즈 뿌리고 써요 ㅋ,0
58,찌니~~^^2,5.0,5.0,5.0,5.0,5.0,2020.06.14,완전 앉자있으니 편하고 좋네요 한번앉으면 일어나기싫으네요~ㅎㅎ 맘에듭니다,0
59,fkatrina,5.0,5.0,5.0,5.0,5.0,2020.06.12,진짜 너무 편하고 좋아요 전에 살껄 괜히 고민했었나봐요 좋네요,0
60,☆스파르타☆,5.0,5.0,5.0,5.0,5.0,2020.06.10,좋은가격에 좋은제품 샀네요 조립할때 스튤볼트랑 의자볼트랑 햇갈려서 좀고생했네요^^ 조립하고 나니뿌듯하네요~~,0
61,Cindy_park@,5.0,5.0,5.0,5.0,5.0,2020.06.07,진짜 너무 편해요 세상에 마약흔들의자,0
62,가녀린 군필자,5.0,5.0,5.0,5.0,5.0,2020.06.06,안락함 그 자체입니다. 조립도 나름 편한 편이에요. 지금도 여기 앉아 있습니다,0
63,김제롬369,5.0,5.0,5.0,5.0,5.0,2020.05.06,아휴 튼튼하고 편하고 무지 좋네요🌱💚🙏,0
64,야똥이91,5.0,5.0,5.0,5.0,5.0,2020.04.27,편하고 좋습니다. 근데 생각보다 크기가 커서 원룸이면 꽉 차보일수도 있습니다. 크기 부피감은 작은 식탁 저리가라입니다.,0
65,patrick00,5.0,5.0,5.0,5.0,5.0,2020.03.18,책읽거나 편하게 앉아 드라마보기 좋은 의자같아요.. 너무 편해서 졸아서 문제긴 하지만...,0
66,랴박,4.8,5.0,4.0,5.0,5.0,2021.08.21,오 완전 딱 좋은 흔들거리는 정도네요 매우만족,0
67,시용 ^_^93,4.8,4.0,5.0,5.0,5.0,2021.08.21,너무 편하다고 좋아하네요^.^ 여기만 앉아 있을려구 해요,0
68,나나나나40,4.8,5.0,4.0,5.0,5.0,2021.08.03,마감은 조금 부족하지만 편하고 좋아요,0
69,고양시2,4.8,5.0,4.0,5.0,5.0,2021.07.13,배송은 빨랐구요 조립은 30분 좀넘게 걸렸어요 깔끔하고 펀안하네요 좀 크긴 해요,0
70,유니지니89,4.8,5.0,4.0,5.0,5.0,2021.07.09,조립하기도 수월하고 완성해서 사용해보니 온가족이 다 만족하네요^^,0
71,숲방,4.8,5.0,5.0,5.0,5.0,2021.07.03,넘 예쁘고 깔끔하니 좋아요 🥰 책 읽을 때 앉으려고 샀는데 이제 책 자주 읽을 수 있겠어요 ㅋㅋ,0
72,신선토끼,4.8,5.0,5.0,5.0,5.0,2021.05.26,가격도 저렴하고 넘 좋아요 조립하기도 어렵지 않아서 여자 혼자서도 충분히 조립했답니다,0
73,BlueKim,4.8,5.0,5.0,5.0,5.0,2021.05.12,배송이 빨리와서 좋았지만 상자가 파손되어 와서 내용물이 훼손되진 않았을까 걱정했는데 다행히 멀쩡한 모습으로 도착했습니다! 여자 혼자 조립하기 어렵지 않아요. 그렇지만 옆에서 누가 잡아줬으면 조립시간이 20분은 줄어들었을 것 같아요. 생각보다 부피가 크지만 깔끔하고 나무 마감처리도 잘 되어 있어서 마음에 들어요. 이 퀄리티에 이 가격이면 괜찮을 것 같아요. 마켓비 협탁이랑 함께 있어도 잘 어울려요. 어렸을 때 부모님댁에 있던 흔들의자가 그리워서 구매한건데 만족스럽습니다! 앉아서 책을 읽거나 유튜브 보기에도 편하고 좋아요!,0
74,킴은미93,4.8,4.0,5.0,5.0,5.0,2021.05.08,작은 옷방에 아빠 자리라며 의자 하나 놨네요 ^^ㅋㅋ 예쁘고 튼튼하고 편하고 굿입니다.,0
75,베키63,4.8,5.0,5.0,4.0,4.0,2021.04.04,생각보다 사이즈가 조금 크고 편안합니다. 배송도 빨리 오구요.,0
76,정희찬85,4.8,5.0,5.0,5.0,5.0,2021.03.26,100kg입니다. 튼튼하네~조립도 간단하구요,0
77,157709,4.8,4.0,5.0,5.0,5.0,2021.03.25,여자혼자 조립쉬울지알고 주문했는데ㅋ 나름 잡아줄수가없어 혼자하기조금 버거웠는데 낑낑대며 마무리하니 뿌듯합니다. 저같은 똥손님들 욕 몇번하면 끝납니다ㅋ,0
78,커피한유주,4.8,4.0,5.0,5.0,5.0,2020.11.01,배송 빠르고 계단 위에 올려주셔서 정말 감사했어요. 엄청 편하고 조립하는 것도 안어려워요. 근데 생각보다 크기가 커서 혼자하려면 시간이 좀 걸리고 둘이 하면 딱입니다. 엉덩이 끝부분에 쿠션이 빨리 꺼질 것 같이 생기긴했어요. 하지만 나무 구조 자체는 튼튼하게 느껴집니다. 매우 만족중이에요. 갈색 색깔 진짜 예뻐요.,0
79,놀고잽ㅣ,4.8,4.0,5.0,5.0,5.0,2020.11.01,조립은 어렵지 않아요~ 여자가 만들어도 10분정도면 뚝딱 만들수 있네요.. 쿠션이 등판 찍찍이에 딱 붙지 않아 내구성에서 별 하나 뺍니다.. 사용하면서 계속 기댁다보면 쿠션이 말랑해질것 같네요. 의자는 엄청 편합니다. 딸래미랑 아빠랑 서로 앉겠다고 하네요 ^^,0
80,찌니지니맘,4.8,4.0,5.0,5.0,5.0,2020.10.19,남편이 조립해줬는데 금방 조립하고 앉아보니 정말 편해요^^ 아들이 앉아보고는 잘안비켜주네요;; 앉아서 티비보다가 편해서 잠이오네요ㅎㅎ 그런데 의자 나무냄새가 빨리 안없어져요 냄새나는거 말곤 편하고 튼튼한것 같아서 좋아요!,0
81,블랙레인보우,4.8,5.0,5.0,4.0,4.0,2020.10.10,넓어서 막 앉기 좋아요 스툴은 필수 !!,0
82,ppeum85,4.8,4.0,5.0,5.0,5.0,2020.09.05,예쁘고 편합니다 온 가족이 서로 앉고 싶어해요ㅎㅎ tv 볼때도 딱 좋고 책 볼때도 좋아요,0
83,sbom22,4.8,5.0,4.0,5.0,5.0,2020.07.16,편해요 엄마가 아주 좋아합니다용 ㅋㅋㅋ,0
84,소영219,4.8,4.0,5.0,5.0,5.0,2020.04.25,편안하고 좋네요 ㅎㅎ 조립이 조금힘들었지만 너무 편안해여,0
85,김경애373,4.5,4.0,5.0,4.0,4.0,2021.08.19,헤드쪽 솜이 펴지지 않지만 이쁘고 편안합니다 참 조립할때 너무 꽉조이지 마세요 나사가 헛돌아요~,0
86,민지323,4.5,4.0,5.0,4.0,4.0,2021.08.06,발받침이 생각보다 불편한데 그래도 아빠다리하거나 다리올려서 흔들흔들하면 기분좋아요 쿠션도 푹신하구용,0
87,Yunicona,4.5,4.0,4.0,5.0,5.0,2021.08.04,디자인과 편의성은 좋네요~조립도 어렵지 않았네요~쿠션은 나중에 옵션으로 좀더 고급재질로 바꿀수 있으면 좋겠네요~^^,0
88,Sputnik0617,4.5,5.0,4.0,5.0,5.0,2021.07.22,조립이 좀 귀찮긴한데.. 10분이면 끝납니다!,0
89,rizzi3,4.5,5.0,4.0,4.0,4.0,2021.06.04,조립하기 전에 꼭!! 제일 긴 나사 2개는 따로 빼놔라!! 나사 2개 짧다고 반품할뻔,0
90,ㄱ쟣,4.5,5.0,5.0,4.0,4.0,2021.03.12,전부터 사고싶었는데 좋습니다 조립하는데 한 30분?걸린거같아요 처음에 도면을 잘못봐서 헷갈렸네요,0
91,^^ㅇㅇㄱㄱ,4.5,5.0,5.0,3.0,3.0,2020.10.01,진짜 대박 편함...남편 몸무게 거의 90이 넘는데 튼튼해요,0
92,아디닝,4.5,4.0,5.0,4.0,4.0,2020.09.17,"생각보다 꽤 커요!! 조립은 간단한 편인데, 스툴 조립시 스크류 들어갈 자리에 막대를 잘못 넣었더니 안 빠져서 스크류 고정을 못했어요...ㅋㅋㅋㅋㅋ 잘 보고 넣으셔야 할 것 같아요~ 의자 자체는 너무 안락해서 매일 퇴근하면 의자에만 붙어있어요ㅋㅋㅋㅋ",0
93,펭짱,4.5,5.0,4.0,5.0,5.0,2020.07.11,저보다 고양이가 더 좋아해요 조립도 혼자서 쉽게 했어요 편하고 좋아요,0
94,투지투지투지,4.5,5.0,5.0,5.0,5.0,2020.06.17,가구는만족합니다만 택배사문재인가 배송이조금느렸어요,0
95,doin,4.5,5.0,5.0,5.0,5.0,2020.06.09,"엄청 편하고, 이쁘고 집에 너무 잘 어울려서 만족합니다",0
96,이우태50,4.5,4.0,5.0,4.0,4.0,2020.05.19,튼튼하고 아주 편하네요~~~~~^^^,0
97,송경준79,4.3,5.0,5.0,3.0,3.0,2021.05.10,발받침세트로 구입했는데 거실엔 의자만 놓고 받침대는 아이들 책상 발받침으로 쓰려고 옮겼어요ㅎㅎ 너무 좋으네요^^,0
98,hxxzin96,4.3,4.0,5.0,5.0,5.0,2020.11.07,혼자 조립하는데 25-30분정도 소요됐어요 아이보리 색상 구매 원했는데 브라운도 넘 예쁘네요! 의자 부분에 조금 안맞는 부분이 있는데 그래도 볼트랑 너트는 다 들어가서 다행이에요!ㅋㅋㅋ예쁘게 잘 사용할께요! 쿠션감도 빠빵하네요,0
99,은주309,4.3,4.0,4.0,5.0,5.0,2020.10.31,가구하나또늘었네요~창밖을보며커피마시고싶다는남편의말에생일선물로사주었어요..만족해하면찐웃음보였답니다,0
100,RIOJEE,4.3,4.0,4.0,4.0,4.0,2020.09.16,음.. 가성비 면에서는 괜찮은데 엄청 튼튼하다고 말할 순 옶을것 같아요! 조립은 어려운듯 하면서 쉽기도 해요 (여자 혼자는 아마도 힘들것 같아요 :/) 생각보다 커요 ㅋㅋ 암튼 전체적으로 괜찮은것 같아요,0
101,falcon-eye,4.3,4.0,5.0,4.0,4.0,2020.07.31,나보다 아들이 더 좋아하네요 만족합니다,0
102,엘에이치커먼,4.3,4.0,4.0,4.0,4.0,2020.06.22,생각보다 각도가 뒤로 더 뉘어지지않아서 개인적으로 조금 아쉬웠지만 사진과 동일한 퀄리티고 가성비로 참 좋은 제품입니다 계속 여기앉게되네요ㅎㅎ,0
103,cr430,4.3,4.0,5.0,3.0,3.0,2020.05.21,조립도 별로 안어렵고 엄청 편해요 쿠션이 좀 저렴해 보이고 오래 쓰지 못할것 같아요 쿠션만 따로 팔았으면 좋겠어요,0
104,한지다용,4.3,3.0,5.0,4.0,4.0,2020.05.17,맘에들어요 저렴하게 정말 잘샀어요^^ 조립 설명서가 잘못되어 조금 헷갈렸지만 잘했구요 팔올리는 쪽에 살짝 나무가 부러져왔는데 쓰는데는 지장없어서 그냥 써요^^,0
105,민경194,4.0,4.0,4.0,5.0,5.0,2020.08.25,"여자 혼자 조립하기 어렵지 않아요. 워낙 많이 봐오던 의자라 생각했던 그대로 였고, 생각보다 편합니다. 다만 쿠션 천은 조금 아쉬워요. 보풀이 잘 생기는 재질 같습니다.",2
106,누치2,4.0,4.0,4.0,4.0,4.0,2021.01.16,비싸고 좋은 거로 할까 많이 고민하다가 구매했는데 가격대비 편하고 튼튼합니다 무엇보다 엄마가 좋아하시고 애용하시네요~거실에서 안락의자에 앉아 간식도 드시고 티브이도 보십니다. 가성비값 이것저것 많이 산 물건 중에 잘샀다고 생각한 아이템~~ㅎㅎ,1
107,yuna12241224,4.0,4.0,4.0,4.0,4.0,2020.03.08,키가180대 후반이라 목이랑 의자 뒷부분이 딱 닿는건 빼고는 조립도 쉽고 가성비가 엄청 좋은거같아서 추천해요 ㅎ,1
108,ahtd17,4.0,4.0,4.0,4.0,4.0,2021.08.13,조립설명서가 자세하지 않아 좀 힘들었습니다,0
109,재희&지현맘's,4.0,4.0,4.0,4.0,4.0,2021.07.20,생각보다 튼튼한거 같아요~ 조립하는데 혼자 30분정도? 걸렸고 색상도 맘에 들고 일단 커버 분리세탁이 된다는게 제일 좋아요~ 잘 쓸께요^^,0
110,모나리자96,4.0,4.0,4.0,4.0,4.0,2021.06.26,원목 이라좋아요. 가격에 비해 넘 좋은것 같아요~ 또 애용 하고 싶네요~,0
111,na.ni,4.0,4.0,4.0,4.0,4.0,2021.05.26,의자 너무너무 편해요. 책읽을 때 앉아서 보는데 푹신하니 좋습니다.,0
112,금빛마미,4.0,4.0,3.0,5.0,5.0,2020.11.21,조립 쉽고 잘 쓰고있어요. 가끔 흔들때 소리가 조금씩 어디에서 나긴하는데 그래도 편안하고 좋아요. 아이들이 서로 앉으려고 그럽니다.,0
113,땅콩먹는다람쥐,4.0,4.0,5.0,3.0,3.0,2020.10.12,생각보다 부피가 있어요 조립하는데 반대로해서 풀럿다 다시하고 애먹었네여ㅠ 넘 편해요 집 분위기랑도 잘아울려요! 근데 위메프가 3마넌이나 더 저렴해여... ㅠ,0
114,LImJo,4.0,4.0,4.0,4.0,4.0,2020.08.07,조립하는게 생각보다 어려웠지만 만들고 나니 좋네요 무지 안락해요,0
115,빠쌰3,4.0,4.0,4.0,4.0,4.0,2020.08.07,제가 와인시켰는데 아이보리가왛드라고요ㅠㅠ 교환할라고 전화했었는데 넘복잡하드라고요 귀찮기도하고 박스에 다시넣을려니 다들어가지도 않구 그래서 그냥 쓰기로했답니다 ㅜㅜ,0
116,최은수(소율),4.0,5.0,5.0,3.0,3.0,2020.07.28,부모님댁에 놓아드렸는데 조립하는데 조금헤맸지만 부모님이 편하게 잘 사용하고 있어요.,0
117,sbom22,4.0,5.0,5.0,5.0,5.0,2020.07.14,처음 배송왔을때 파손돼서 왔어요 ㅠㅠ 근데 바로 새제품 보내주셨습니다 의자 편해요,0
118,Seagram,4.0,4.0,4.0,4.0,4.0,2020.07.12,가격대비 품질이 좋아 만족스럽네요 다만 이음새 아구가 딱 맞진 않아 조금 아쉽습니다,0
119,cub****6,4.0,4.0,4.0,4.0,4.0,2020.07.04,편하고 괜찮아요 아이들이좋아해요 조립할때 좀힘들어요,0
120,벨라잔,3.8,3.0,4.0,4.0,4.0,2020.10.31,조립하면서 주문한걸 후회할뻔했는데 완성하고 앉으니까 사길 잘했다고 생각들어요ㅋㅋㅋ 그정도로 편해요 다른 후기에서도 많이 이야기 하셨는데 생각보다 크긴커요 스툴까지 있으니까 자리는 많이 차지해요 그래도 앉으면 세상 편해요 ㅋㅋㅋ 조립하면서 보니까 엉덩이를 받치는 부분은 나무가 없고 질겨보이는 천에 4면을 스테플러로 찝어놓은게 다더라구여.... 몇번쓰고 찢어질까봐 걱정인데 나무가 없어서 쿠션감이 더 좋은건 또 만족스럽고... 조심해서 써야할꺼 같아서 내구성 별점은 3점입니다 그래도 편하기는 정말 편하네요 ㅋㅋㅋ,2
121,majkl007,3.8,4.0,4.0,3.0,3.0,2021.07.13,여자 혼자서도 충분히 만들 수 있어요~ 근데 내구성이 튼튼한지는 더 써봐야 알 것 같아요. 처음에 나사를 잘 정리하고 조립하셔야 편합니다. 나사가 없어진줄 알고 당황했는데 박스 안에 굴러다니더라구요. 가성비 나쁘진 않네요,0
122,오정숙42,3.8,4.0,5.0,3.0,3.0,2020.11.07,조립하는데 안 맞아서 신랑이랑 라사 다시 풀어서 잡아 땡기고 늘리고 해서 겨우 조립 천은 어두운걸 택할껄 벌써 더러워지고 보플생긴듯 함다,0
123,김용주1482,3.8,4.0,4.0,4.0,4.0,2020.09.03,디자인 우수성과 편안한 쿠션감이 좋네요! 때 마침 좋은가격에 구매하여너무좋습니다 와이프가 너무 좋다고하네요 조립하기도 쉽고 참 ! 또 구매하고 싶네요,0
124,야구쟁이파파,3.8,4.0,4.0,4.0,4.0,2020.05.23,가성비 좋고 무지 편합니다~~ 잠이 잘옵니다.,0
125,옥4363,3.5,3.0,5.0,2.0,2.0,2020.09.02,천은 오래 사용하지 못할것같아요~~몇번 안앉았는데도 푹 꺼져요 ㅠㅠ,1
126,부엉부엉엉엉,3.5,4.0,1.0,4.0,4.0,2021.08.22,예쁘네요 잘쓰겠습니다 스툴이 하얀색이라 때가 잘 탈것 같아요 하지만 편하구 좋아요 설치할때 혼자하면 힘들어요,0
