,user_name,total_star,durability_star,price_star,design_star,delivery_star,date,review,help
15,유영경30,5.0,5.0,5.0,5.0,5.0,2019.11.29,최애 장소가 됐어요 폴딩도어를 해서 공간활용도를 놓이고 휴식공간으로 살렸습니다 저기서 일과후 맥주한잔 정말 좋아요,2
16,♡.♡,5.0,null,null,null,null,2019.07.16,완전만족합니다 소파도 있지만 여기에 더 자주앉게돼요 ㅋㅋㅋ 너무 자주 앉아서 커버 쿠션?에 보풀이 일어나긴 하지만 나중에 쿠션만 다른디자인으로 교체할 수 있어서 좋은 것 같아용!,2
17,머루마미이,5.0,5.0,5.0,5.0,5.0,2019.05.21,뒷 받침대가없어서 앉으면 부러질까 걱정했는데 굉장히 튼튼하구요 완전 포근하고 편해용ㅎ.ㅎ,2
18,최태욱입니다68,5.0,5.0,5.0,5.0,5.0,2018.11.10,의자진짜너무편합니다 그렇지만...사실조립이조금어려웠어요ㅜㅋㅋ,2
19,SS9,5.0,null,null,null,null,2018.02.01,마이너스손이라 조립제품은 처음 해봤는데 괜찮았어요 생각보다 편하고 좋았습니다,2
20,20151224,5.0,5.0,5.0,5.0,5.0,2017.11.20,제꺼가 너무 맘에 들어 선물했어요^^정말 편합니다~,2
21,vincero'31,5.0,5.0,5.0,5.0,5.0,2017.04.28,아이꺼도 구매해서 나란히 나란히... 이쁘고 편하네요 책보기 딱이예요^^ 봄날 나른한오후 보내기에도 좋아요,2
22,르미옹,5.0,5.0,5.0,5.0,5.0,2021.02.25,의자 하나로 거실 분위기가 따뜻해 졌어요 ^^,1
23,summerpearl,5.0,5.0,5.0,5.0,5.0,2021.01.09,금세 이렇게 푸욱 꺼지네요 깔끔하긴 함,1
24,예지🐦,5.0,5.0,5.0,5.0,5.0,2021.01.08,이케아 의자 중에서는 가성비 최고인 것 같아요! 우드 베이지톤이라 무난하게 다 어울리는 컬러에요,1
25,둘나영,5.0,5.0,5.0,5.0,5.0,2020.06.07,아늑하고 좋아요 쿠션이 빵빵한건 아닌데 아래에엉덩이부분이 늘어지는 소재라서 충분히 편해요!,1
26,하누니,5.0,5.0,5.0,5.0,5.0,2020.04.03,생각보다 크고 흔들거림도 좀 있는데 그래서 더 편한 것 같기도 해요! 구매 이틀만에 배송됐습니당 조립은 그렇게 어렵진 않앗는데 저는 시간 조금 걸렸어요,1
27,김현철4445,5.0,5.0,5.0,5.0,5.0,2020.03.31,"직접 조립하기도 쉽고, 제가 90kg인데도 앉으니 편안하고, 튼튼하고 좋아요ㅎ",1
28,쏭t,5.0,5.0,5.0,5.0,5.0,2020.02.25,이거 진짜 좋아요 친구들도 앉아보고 사고싶다고합니다,1
29,조이하우스,5.0,null,null,null,null,2020.02.24,가격대비 정말 편하고 안락해요~ 추천이에요 인테리어용으로도 예쁘고~ 암튼 만족합니다~~,1
30,JINI_,5.0,5.0,5.0,5.0,5.0,2019.11.06,생각보다 의자가 크고 편해요~ 풋스툴도 구입해야겠어요!,1
31,kiozio,5.0,5.0,5.0,5.0,5.0,2019.06.18,이곳에서 산 많은 제품들중에서 가장 마음에 든 품목 조립은 조금 힘들었지만 ㅎ,1
32,자몽이맛있는 은지정,5.0,null,null,null,null,2019.06.01,편해요 최애템입니당,1
33,L.O.S,5.0,5.0,5.0,5.0,5.0,2019.05.16,가성비갑~~디자인 갑~~앉으니 몸이 편안해지는 엄청 만족중입니다.~^^,1
34,릴리톨,5.0,null,null,null,null,2019.04.04,안정감 있고 편해서 계속 앉게 되는 마약 의자! 진짜 좋아요. 앉아서 책읽기도 완전 굿,1
35,블리스브로,5.0,5.0,5.0,5.0,5.0,2019.03.14,편하고 좋아요🖤 여자 혼자가 만들기는 좀 헤맬수 있을거 같아요,1
36,미스타류ㅔ요,5.0,5.0,5.0,5.0,5.0,2019.03.13,조립하면서 튼튼할까 생각했었는데 괜한걱정이었네여!!,1
37,망고밍고맹고,5.0,5.0,5.0,5.0,5.0,2019.03.03,지금두 여기 앉아서 리뷰쓰는중 ㅎ 조립하기 쪼끔 어려웠지만 제애용의자입니다 퇴근하고 요기앉아 책읽으면 모든 스트레스날아가유,1
38,Tejur,5.0,5.0,5.0,5.0,5.0,2019.02.22,전부터 살까 말까 고민했는데 사길 잘했네요! 앉는 순간 몸이 떠있는 느낌이라 정말 편해요... 일루일루 풋스툴이랑 사용하면 더 좋은듯,1
39,필리,5.0,null,null,null,null,2019.02.19,편하구 조아용!! 한개는 엄마 드리고 한개는 쓰랴구여,1
40,sosang,5.0,null,null,null,null,2019.02.16,"포앵보자 저렴한 안락의자인데 상당히 편안합니다. 쿠션감이 많이 있지는 않고, 페브릭은 단색입니다.세탁은 가능합니다.",1
41,노랑혀,5.0,5.0,5.0,5.0,5.0,2019.01.26,진짜 진짜 엄지척! 👍🏻 누워있는것보다 앉아있는걸 좋아해서 편한 의자 찾고 있었는데 너무 만족해요~~ 마약의자라 앉아있다보면 시간이 1시간 순식간에 사라지네요🥰 조립은 여자가 30분안에 조립할만큼 쉬워요!,1
42,김리본,5.0,5.0,5.0,5.0,5.0,2019.01.23,허리아플때는 쇼파보다 훨 난듯~~ 이쁘고 튼튼해용,1
43,sebeeny_,5.0,null,null,null,null,2019.01.22,몇년째 사용중입니다 세탁시 조심하세요 잘 뜯어집니다,1
44,BammBang,5.0,5.0,5.0,5.0,5.0,2018.11.07,의자가 저렴한 가격에 비해 매우 튼튼하네요,1
45,02__,5.0,5.0,5.0,5.0,5.0,2018.11.06,내구성 완전 짱짱하고 조립도 쉬워서 10분정도 걸려서 조립 다했어요! 사이즈도 넓고 쿠션도 생각보다 푹신해서 다른 거 안 깔아도 충분히 편하게 쓸 수 있습니다ㅎㅎ 스툴도 있으면 발 올려서 써도 좋을 것 같아요!! 잘쓰겠습니당~,1
46,hyojeongs,5.0,5.0,5.0,5.0,5.0,2021.08.25,진짜 안락하고 너무 좋아요ㅠㅠ편안하고 어디나 잘어울림,0
47,정문희46,5.0,5.0,5.0,5.0,5.0,2021.08.24,너무 편해요 무거운 사람은 불안할것 같아요,0
48,계박이,5.0,null,null,null,null,2021.08.24,너무 편하고 튼튼하네오 2년이상 썼는데도 전혀 문제없습니다,0
49,피젱1,5.0,null,null,null,null,2021.08.23,너무편해요 꼭사세요 추천해요 이케아의자 많이사는이유가있음,0
50,ljaychan,5.0,5.0,5.0,5.0,5.0,2021.08.10,제품도 배송도 좋습니다 많이 파세요^^,0
51,빙그를르,5.0,5.0,5.0,5.0,5.0,2021.08.05,너무 편해요! 원룸에서 사용하기 크긴하지만 쇼파대신으로 샀어요,0
52,라블라,5.0,5.0,5.0,5.0,5.0,2021.08.05,조립에소질이 없어서 애먹었지만 ㅠㅠ 막상하고나니 뿌듯하구 의자 편해요! 가성비 굿굿!,0
53,브로즈,5.0,5.0,5.0,5.0,5.0,2021.08.04,조립도쉽고 사이즈도 여유있어 편안해요,0
54,아앙의전설,5.0,5.0,5.0,5.0,5.0,2021.08.02,"배송, 가격, 디자인, 내구성, 편안함 모두 만점입니다. 다리쪽 발받침 체어랑 같이 주문하면 좋아요.",0
55,소히57,5.0,5.0,5.0,5.0,5.0,2021.07.31,조립할때는 어려웠는데 편하고 좋아요~,0
56,또럭ㅇ3ㅇ,5.0,5.0,5.0,5.0,5.0,2021.07.31,편하고 무난 그냥 가성비템인듯합니다 ㅎㅎ,0
57,뚱우기,5.0,5.0,5.0,5.0,5.0,2021.07.25,조아유~~~~^^ 아주 잘 쓰구있답미다!! 가성비 짱짱,0
58,메리네대장,5.0,5.0,5.0,5.0,5.0,2021.07.25,조립이 어렵지 않고 생각보다 튼튼하고 편안하네요. 허리 치료중인데 소파보다 편해서 더 자주 사용하게 됩니다.,0
59,ㄱᆞ임미경3,5.0,5.0,5.0,5.0,5.0,2021.07.22,다들 여기 앉으면 편하다고 해요 많이 파세요,0
60,soon4541,5.0,5.0,5.0,5.0,5.0,2021.07.20,넘푠 개인의자로 주문했어요 편안하다고 좋아하네요~^^,0
61,av0cado,5.0,null,null,null,null,2021.07.19,저희 집 고양이가 이 의자를 차지했어요... 평소에도 너무 편하게 잘 앉을 수 있는 의자입니다,0
62,배셩,5.0,5.0,5.0,5.0,5.0,2021.07.16,생각한 것보다 크기가 크지만 너무 편하네용 ㅎㅎ 디자인도 예뻐요,0
63,김태민220,5.0,5.0,5.0,5.0,5.0,2021.07.16,소파보다 더 편한 것 같아요 발받침이랑 같이 사면 더 편해요,0
64,기묭쪼미,5.0,5.0,5.0,5.0,5.0,2021.07.14,조립이 힘들었는데 유튜브에 많이 나와서 했어요 좋아요,0
65,밥우동,5.0,5.0,5.0,5.0,5.0,2021.07.14,책 읽거나 그냥 쉬고 싶을 때 앉으면 진짜 편하고 좋아요 생긴 것도 이뻐서 그냥 인테리어용으로도 좋아요!! 조립도 공구 다 필요 없이 안에 있는걸로 해결할 수 있어요,0
66,부지갱,5.0,5.0,5.0,5.0,5.0,2021.07.13,아주 맘에들어서 한개 더사서 서방님하나 나하나 아주좋아요 아이보리 느낌 깨끗해요,0
67,차우강,5.0,5.0,5.0,5.0,5.0,2021.07.13,친언니 생일 선물로 사줬는데 얼굴 가려놔서 안 보이지만 광대터지게 좋아합니다. 엄청 편하다고 합니다. 배송도 빨랐어요 주말이 시켰는데 이틀만이 왔어요,0
68,eileen1003,5.0,5.0,5.0,5.0,5.0,2021.07.11,조립할때 글은없고 그림만있어서 뭐지? 했는데 네이버검색하니까 이해잘되고 쉽더라구요! 너무편하고 죠아요ㅠㅠ♡,0
69,클린짐,5.0,5.0,5.0,5.0,5.0,2021.07.11,조립 힘든거 말고는 다 좋음 조립 설명서 너무 애매한거 아닌가요? ㅜ 의자는 편하니까 괜찮습니다 ㅎㅎ,0
70,솔1774,5.0,5.0,5.0,5.0,5.0,2021.07.07,"처음부터 설명서만 제대로 읽었으면 조립을 좀 더 빨리 했을 것 같은데, 대충읽어서 몇 번 나사 풀렀다 조였다 했네요😂 설명서만 제대로 봣으면 조립 자체가 어려운 건 아니예요~ 의자는 목도 잘 받쳐주고 좋아요! :)",0
71,라이머스,5.0,5.0,5.0,5.0,5.0,2021.07.07,너무이쁮니다 색도 좋구요 아주편해여요,0
72,RAINMANYONG,5.0,5.0,5.0,5.0,5.0,2021.07.06,"배송도 빠르고 , 흠집없이 안전하게 배송되어 만족합니다",0
73,jinlju,5.0,5.0,5.0,5.0,5.0,2021.07.05,친구집에서 사용해보고 너무 편해서 바로 샀어요 공간차지는 하지만 너무 편해서 거실에 놓고 매일 쓰고 있어요!,0
74,노아네v,5.0,5.0,5.0,5.0,5.0,2021.07.02,빠르고 안전한 배송에 너무 좋았는데 조립이 귀찮아 며칠 두다가 맘 먹고 조립했는데요!! 어려울 줄 알았는데 뚝딱뚝딱 재밌게 조립했어요^__^ 너무 편안하고 마음에 들어요!!,0
75,ㅈㅅㄱ11,5.0,5.0,5.0,5.0,5.0,2021.06.29,재만족입니다~ 편해요 예쁘고 ㅎㅎ 좋습니더,0
76,까칠한신항씨,5.0,5.0,5.0,5.0,5.0,2021.06.16,베란다에 놓고 유용하게 사용중입니다 편안하고 좋아요~,0
77,도도아씨,5.0,5.0,5.0,5.0,5.0,2021.06.15,편하고.좋아요.하나더주문 주문할려고요.,0
78,영훈choi,5.0,5.0,5.0,5.0,5.0,2021.06.15,낮은거 찾고 있었는데. 사이즈도 딱맞고 아주좋아요,0
79,dongrrr,5.0,5.0,5.0,5.0,5.0,2021.06.14,지금도 이 의자에 앉아서 리뷰를 쓰고 있습니다.. 소파를 놓기네는 협소한 공간이라 차선택으로 산건데 소파보다 편합니다. 셀프 생일선물 대성공입니다!,0
80,우비엄마,5.0,5.0,5.0,5.0,5.0,2021.06.09,자취방에 소파대신 이거 하나 갖다놨는데 큰일 났어요… 저 위에서 일어나질 못해요…. 맨날 저기에 앉아서 티비보고 핸드폰하고…. 집안일을 해야되는데 못해요ㅠㅠㅠㅠ 그래서 산 지 얼마 되지도 않았는데 벌써 내려 앉을 것 같아요… 위에 담요같은거 덮어놔야겠어요,0
81,rache****15,5.0,5.0,5.0,5.0,5.0,2021.06.08,생각보다 조립하는데 오래걸렸지만 어렵지는 않았어요 유튜브에 찾아보면 저랑 똑같이 실수해서 다시 하는 분 여럿있어서 위로받으며 함께 조립… 생각보다 오래앉아있기는 불편해요! 허리랑 목이랑 쿠션 따로 사서 같이 써야 할거같아요.,0
82,보금자리5843,5.0,5.0,5.0,5.0,5.0,2021.06.07,조립도 생각보다쉽고 넘 이쁘고 편하네요~~~,0
83,윤석재5,5.0,5.0,5.0,5.0,5.0,2021.06.05,조립하는데 약간 헷갈려 어려움을 겪었지만 조립하고 앉아보니 이쁘고 편합니다.,0
84,allga,5.0,5.0,5.0,5.0,5.0,2021.06.01,엄청 좋아요 퇴근하면 저기에 쓰러지는게 제 취미생홯이네여,0
85,은서♡희서♡현서♡서율맘 지안,5.0,5.0,5.0,5.0,5.0,2021.05.30,편안해요. 일하다 힘들때 잠깐씩 숙면을 취합니다.,0
86,집보내줘119,5.0,5.0,5.0,5.0,5.0,2021.05.30,조립도 쉽고 편안해요 가성비 갑입니다,0
87,세혼ㅇㅣ,5.0,5.0,5.0,5.0,5.0,2021.05.26,"너무 편안하고 크고 예쁘고,,, 하 맨날 저기에 앉아있어요ㅠㅠ",0
88,연우4355,5.0,5.0,5.0,5.0,5.0,2021.05.21,너무 맘에 들어요~ 이쁘고 아주 튼튼해용,0
89,원선07,5.0,5.0,5.0,5.0,5.0,2021.05.19,암체어덕분에 가족들이 너무 편하게 영화보고 행복해 합니다 가성비짱입니드아,0
90,무티백,5.0,5.0,5.0,5.0,5.0,2021.05.18,다 좋은데 생각보다 앉을때 푹꺼지는 느낌이라 쉬는용도 외에는 안쓰시는게 좋을 듯 합니다! 책상이 낮아 책상용으로 쓸까해서 사봤지만 의미가없어진 ㅠㅠ,0
91,호효우,5.0,5.0,5.0,5.0,5.0,2021.05.18,너무너무 이뻐요!!! 튼튼하고 편해요 추천!,0
92,손진경3,5.0,5.0,5.0,5.0,5.0,2021.05.14,여기가 책도 읽고 컴퓨터도 하고 딱 좋네요,0
93,조희정467,5.0,5.0,5.0,5.0,5.0,2021.05.08,조립하기 조금 어려웠능데ㅠㅠ 그림 보면서 너무 헤깔려서 못을 박앗다가 뺏다가를 반복햇네요 ㅜ 못의 길이를 잘 보셔야해요 그게 조립 키포인트입니다,0
94,hyjjjh,5.0,5.0,5.0,5.0,5.0,2021.05.07,조립이 살짝 헷갈렸는데 의자는 역시 편하고 좋아요!,0
95,퀸리아나,5.0,5.0,5.0,5.0,5.0,2021.05.06,친구 집들이 선물로 구매했어요 배송도 빠르고 내구성도 튼튼하고 너무 좋습니다💛,0
96,hyexhi,5.0,5.0,5.0,5.0,5.0,2021.05.04,"너무 편하고 좋아요! 책읽기도 좋고, 집에 맘편히 휴식할 수 있는 여유로운 공간이 만들어진 것 같네요",0
97,초ㅉㅏ2,5.0,5.0,5.0,5.0,5.0,2021.04.30,예전에 사용했던 제품이라 믿고 구매했어요~ 조립도 크게 어렵지 않았고 일단 앉았을때 너무 자세가 편안하고 좋아요~ 크기는 생각한것보다 좀 더 크더라구요 체구 작으신 여자분들은 어른용 말고 좀 더 작은 어린이용? 같은거 사용하셔도 괜찮으실듯요,0
98,양아딩구,5.0,5.0,5.0,5.0,5.0,2021.04.29,두개째 구매에요 너무 편하고 좋아요^^ 조립할때 잠시 망설였지만 한번필받으니 어렵지않게 조립했어요~,0
99,팡팡쥬,5.0,5.0,5.0,5.0,5.0,2021.04.28,오랜 고민 끝에 구입했는데 정말 마음에 들어요.,0
100,똥힁ㅣ,5.0,5.0,5.0,5.0,5.0,2021.04.26,생각보다 너무 편해요~ 남편이랑 둘이 시간 보내기 딱 좋아요,0
101,챠븨,5.0,5.0,5.0,5.0,5.0,2021.04.24,튼튼하고 편안해서 앚아있는 시간이 길어졌어요,0
102,라엘리야맘,5.0,5.0,5.0,5.0,5.0,2021.04.24,정말 편하고 좋네요 쇼파가 오기전에 바닥에서 생활하기 힘들어서 가격도 싸고해서 주문했는데 아빠가 쇼파보다 이게 헐씬편하다고 이걸 몇게 더 주문하면 좋겠다 하더라구요,0
103,윤병제,5.0,5.0,5.0,5.0,5.0,2021.04.24,수유의자로 쓰려 구매했습니다. 생각보다 낮긴한데 편합니다. 가격대비 내구성도 좋구요. 저렴하게 구매했어요~,0
104,특수요원76,5.0,5.0,5.0,5.0,5.0,2021.04.23,리뷰보고 구매했어요 아이방 베란다 꾸며줄려고 구입했는데 잘한것같아요 포인트써서2만후반대구입! 완전득템 했네요 조립하면서 땀한바가지 흘렸네요~^^ 아이가 좋아라합니다,0
105,정예지07,5.0,5.0,5.0,5.0,5.0,2021.04.21,설치하는데 조금 헤맸어요.. 그래도 편하고 좋습니다!,0
106,양아딩구,5.0,5.0,5.0,5.0,5.0,2021.04.17,생각보다도 더편안하네요 잘쓰겠습니다^^,0
107,레민이,5.0,5.0,5.0,5.0,5.0,2021.04.13,아빠가 여기서 떨어지질 않아요~~~ 그만큼 좋다고요^^,0
108,즈루3,5.0,5.0,5.0,5.0,5.0,2021.04.12,좋아요 맘에 들어요 편하고 조립도 쉽네요,0
109,Dangame,5.0,5.0,5.0,5.0,5.0,2021.04.11,배란다에 놓고 사용합니다. 거실에도 좋을 듯 해요,0
110,프로집순이♡,5.0,5.0,5.0,5.0,5.0,2021.04.10,생각보다 엄청 튼튼합니다~! 조립은 설명서 보고 차근차근.... 저는 한번 실수 해서 조금 고생했습니당...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아주 편해여 ㅋㅋㅋㅋ 아빠다리하고 앉아서 폰하다보면 시간 순삭입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
111,doy_yob,5.0,5.0,5.0,5.0,5.0,2021.04.09,조립도 간편하고 좋네요 안락합니다 참고로 뒷면은 마감이 없어요ㅎ,0
112,paulayoon,5.0,5.0,5.0,5.0,5.0,2021.04.08,조립은 어렵지 않지만 힘이 들긴 해요 그래도 생각이상으로 아주 편합니다,0
113,JHY0385,5.0,5.0,5.0,5.0,5.0,2021.04.05,완전 편하고 좋습니다. 한번 앉으면 일어나기 싫을정도로 ㅎㅎ,0
114,daybreak,5.0,5.0,5.0,5.0,5.0,2021.04.05,"고앵님들 자리지만,, 가끔 저도 앉아요^^ 편하고 좋아요!",0
115,소닉박지연,5.0,5.0,5.0,5.0,5.0,2021.04.03,다좋은데 머리받침쿠션이 좀아쉬워요 엽을고정하고 미니베게를넣었더니 좋네요,0
116,사괒,5.0,5.0,5.0,5.0,5.0,2021.03.28,생각보다 크긴 한데 빔으로 영화볼 때 너무 좋아요 이케아에서 실제로 앉아봤었던 제품이라 푹신하고 편한지는 알고 있었는데 색감이나 이런 것도 집 분위기랑 잘 어울리고 좋네요! 책 읽거나 영화볼 때 너무 좋아요,0
117,정김노랑,5.0,5.0,5.0,5.0,5.0,2021.03.27,배송 진짜 빨랐어요 조립하는 건 조금 힘들었는데 예뻐서 맘에 들어용,0
118,남남북동,5.0,5.0,5.0,5.0,5.0,2021.03.19,오늘의 집에서 싸게 잘 구입해서 한달정도 써봤습니다. 진짜 편하고 좋네요. 특히 독서나 휴대폰 할 때 의자로 최고입니다.,0
119,chloe66,5.0,5.0,5.0,5.0,5.0,2021.03.09,한달넘게 써보고 씁니당 생각보다 오래 앉아잇기에 편하진 않아요 그래서 좀 아쉬웟지만 헤드쿠션을 뒤로넘기면 그래도 낫더라구요,0
120,김다현30,5.0,5.0,5.0,5.0,5.0,2021.03.07,발받침대도 다른곳에서 주문햇는데 완전 세트에 이뻐요~!! 대박 안락함요 하나 더 사고싶을 정도에요!,0
121,JaneKim123,5.0,5.0,5.0,5.0,5.0,2021.03.04,크기가 커서 원룸에서 존재감 뿜뿜입니다. 깔끔한 베이지라 무난하게 잘 어울리고 정말 편해요. 근데 탁자나 식탁 의자로 활용하기에는 높이가 낮아서 참고해야할것 같아요~,0
122,메로나사랑,5.0,5.0,5.0,5.0,5.0,2021.02.26,암체어너무 편하구 좋아요 농노와니 기부니가 좋아요,0
123,rosenne,5.0,5.0,5.0,5.0,5.0,2021.02.21,조립할 때 눈이 침침해서 조금 힘들었지만 엄청 편하네여 의자 찢어질까봐 무서워서 강아지가 더 자주 앉아요,0
124,GEENEEE,5.0,5.0,5.0,5.0,5.0,2021.02.20,편하고 좋아요 약간낮긴하지만 암체어가 다 그렇죵,0
125,완벽한뽑기생,5.0,5.0,5.0,5.0,5.0,2021.02.14,앉을때 찍찍이 떨어지는 소리가 종종 나지만 편해서 쇼파대신 좋아요.,0
126,멀보니멀바,5.0,5.0,5.0,5.0,5.0,2021.02.11,배송 이틀만에 왔고 완전 편해요 책 읽을때 앉아있기 너무 좋고 한 번 앉으면 일어나기 싫어요 레알 마약의자ㅇㅇ,0
127,🤗🤗🤗❤️클립,5.0,5.0,5.0,5.0,5.0,2021.02.10,처음 조립할때 난해했지만 유튜브 보고 쉽게 했어요! 첨엔 고정력 없고 무너질꺼 같은데 편안하고 저아요!!,0
128,정말웃겨~,5.0,5.0,5.0,5.0,5.0,2021.02.05,조립 어렵지만 상품 맘에들어요 잘 사용하겠습니다,0
129,불타는홍당무,5.0,5.0,5.0,5.0,5.0,2021.02.05,어른용 샀는데 아이가 유아용에 안앉고 어른용에만 앉아요 하하하하하하하하 편안하고 다 좋아요,0
130,86742137,5.0,5.0,5.0,5.0,5.0,2021.02.05,커버씌우는데 고생한거 빼곤 너무 맘에 들어요,0
131,yoonseul219,5.0,5.0,5.0,5.0,5.0,2021.01.31,세상 튼튼하고 생각보다 아이보리지만 때도 안탐.. 사용한지 1년 넘었어요,0
132,오아하갸루하우유유,5.0,5.0,5.0,5.0,5.0,2021.01.30,너무 편해요! 진짜 완전 강추!!!!!,0
133,멕시하이,5.0,5.0,5.0,5.0,5.0,2021.01.30,정말 빠르게 왔네요! 요즘 같은 시국에 빠른 배송 감사드리고요. 가구 조립이 처음이라 처음엔 애 좀 먹었지만 저같은 똥손도 결국 성공했습니다ㅎㅎ 맘에 들어요,0
134,살기좋은.,5.0,5.0,5.0,5.0,5.0,2021.01.30,편하고 좋습니다! 집이 좁아서 안타까울뿐..,0
135,-얼찬,5.0,5.0,5.0,5.0,5.0,2021.01.30,빠른배송 저렴한가격 너무좋아요 천천히 조립했어용,0
136,승후222,5.0,5.0,5.0,5.0,5.0,2021.01.28,좋네요?? 살짝 흔들의자 느낌도 나고 넓고 굳,0
137,김준뽕이,5.0,5.0,5.0,5.0,5.0,2021.01.25,진짜 너무너무 아늑합니다. 앉는순간 궁딩이 떼기 힘들어져요!!,0
138,농암2,5.0,5.0,5.0,5.0,5.0,2021.01.23,리뷰보고 주문했는데 남편도 아이들도 편하다고좋아해요,0
139,완낭몽,5.0,5.0,5.0,5.0,5.0,2021.01.22,배송도 빠르고 조립도 간단하고 완전 편하네요,0
140,BravoGG,5.0,5.0,5.0,5.0,5.0,2021.01.11,너무너무너무 좋아요 정말정말정말 좋아요,0
141,ㅇㅇㅇㅁ3,5.0,5.0,5.0,5.0,5.0,2021.01.10,너무 맘에들어영 푹신푹신해영ㅋㅋㅋㅋㅋ,0
142,ddddkh,5.0,5.0,5.0,5.0,5.0,2021.01.08,조립 역대급 어려워따... 하지만 이쁘고 편해,0
143,중랑집돌이,5.0,5.0,5.0,5.0,5.0,2021.01.04,조립도 어렵지않았고 앉아보니 정말 편해요 앉아 있다가 보면 시간 금방갑니당~,0
144,브릴리언트K,5.0,5.0,5.0,5.0,5.0,2020.12.31,뭐하나 빠질것 같이 정말 마음에 드는 의자입니다. 가성비 갑인거 같아요!!!,0
145,QBKQ,5.0,null,null,null,null,2020.12.31,저렴한 가격에 편하게 쓰기 좋은 제품. 다만 시간이 지나면 쿠션이 눌리기도 하고 좌석쪽 받침 밴드가 늘어납니다.,0
146,꿈꾸는사람337,5.0,5.0,5.0,5.0,5.0,2020.12.23,안마의자 받침 의자로 샀는데 딱 좋아요.,0
147,리믱,5.0,5.0,5.0,5.0,5.0,2020.12.15,넘모이뻐요 싸게잘삿어요 조립도 쉽구요 편하거 좋네여 ㅜㅜ,0
148,yizhi,5.0,5.0,5.0,5.0,5.0,2020.12.14,생각보다 큰데 가벼워서 이동하기에도 좋아요,0
149,meonzi,5.0,null,null,null,null,2020.12.11,편해요 조립도 어렵지않아요 커버분리세탁도 가능해요,0
150,유나539,5.0,5.0,5.0,5.0,5.0,2020.12.09,엄청좋아요 편안한 의자입니다 적극 추천합니다,0
151,몽몽몽몽222,5.0,5.0,5.0,5.0,5.0,2020.12.06,너무편하네요! 고만많이했는데 사길 잘했어요 ㅎㅎ,0
