,user_name,total_star,durability_star,price_star,design_star,delievery_star,date,review,help
19,징징쓰,5.0,null,null,null,null,2020.05.15,예쁘고 진짜 편해요 ㅠㅠ 다만 장판에 자국이 생겨서 러그 따로 구매했어요,4
20,요뿌미,5.0,5.0,5.0,5.0,5.0,2019.09.26,좋아요 자료ㅡㄹ게요 많이 파세요 ㅎㅎㅎ,4
21,꼬맹이예요,5.0,5.0,5.0,5.0,5.0,2018.09.13,정말 편해요~ 타싸이트보다 가격이 조금 비싸긴하지만 만족합니다,4
22,쩐쭈~~,5.0,5.0,5.0,5.0,5.0,2017.02.20,넘편하고 좋습니다~! 높낮이 조절 가능하구요^^,4
23,토이랄라,5.0,5.0,5.0,5.0,5.0,2021.02.21,일단 너무 예쁘구요 화이트 우드 인테리어에 딱이에요 마켓비 스툴과 함께 쓰니 진짜 호캉스 느낌입니다 3단으로 높이 조절 가능하구요 가장 낮은 높이로 하고 스툴에 발 올리니 정말 좋네요 다만 흰색이다 보니 더러워질수있어서 전 안 쓸땐 담요를 덮어놓는데요 그냥 두는 게 이쁘니 이왕 사실 때 커버 하나 추가로 구매하세요 (16500원) 블랭킷도 배송비 붙으면 13000원 정도라....커버 사는 게 좋네요 저는 이제와서 안산거 후회중이요 암튼 햇살 좋은 주말에 베란다서 힐링 잘 하고 있네요,3
24,미술관지기,5.0,5.0,5.0,5.0,5.0,2020.10.11,아빠 생신 선물로 사드렸는데 딱 마음에 드신대요~ 커버를 분리해서 세탁할 수 있어서 좋아요! 발 바침대가 있어야 더 편하다고 하니 구매하실 분들 참고하세요,3
25,써구리,5.0,5.0,5.0,5.0,5.0,2020.09.27,책읽으려구 편하게 앉을 수 있는 의자 구매했어요. 이쁘네용,3
26,양채원,5.0,5.0,5.0,5.0,5.0,2020.09.26,너무 편하고 실물이 훨씬 이뻐요ㅠㅠ 다만 때가 잘타네요ㅠㅠ,3
27,니니공ㄷㅠ,5.0,5.0,5.0,5.0,5.0,2020.08.06,주문할때 리뷰 찾아보면서 반신반의했어요 허접(?) 할거라고 생각하고 사실 기대도 안했는데 와.. 대박 진짜 편해요 3단으로 각도 조절도 가능하구요 제일 낮게 각도 맞춰놓고 누워있는데 구름위에있는줄 알았어요ㅠㅠ 예비 부품도 넘 감사해여 아 생각보다 크기는 커요 그래서 양반 다리하기에도 넘 적당하네요 너무 하얀천이라 더러워질까봐 담요로 덮었네요^^,3
28,wlgus0023,5.0,5.0,5.0,5.0,5.0,2020.07.08,하나 주문하고 너무 좋아서 하나 더 샀어요 ㅋㅋㅋ 처음엔 그레이샀고 두번째는 브라운을 샀는데 색감이 사진만큼 너무 진하지 않아서 오히려 더 좋았어요 그리고 그레이는 약간 민트느낌나는 그레이예요 만족하고 추천합니다,3
29,ball523,5.0,5.0,5.0,5.0,5.0,2020.05.17,편하고 이뻐요~! 베란다 인테리어용으로 샀는데 사고나서 거실보다 베란다에 있는시간이 더 많아지네요 ㅎㅎ,3
30,재원맘8,5.0,5.0,5.0,5.0,5.0,2020.05.05,일단 깔끔하고 좋아요 커버는 빨래 안될거 같아요 생각보다 쿠션감은 좋진 않은거 같아요 생각보단요... 많이 않으면 숨이 많이 죽을듯...,3
31,꿈궁이,5.0,5.0,5.0,5.0,5.0,2020.03.10,오자마자 커버에 먼지가많아서 벗겨 돌리는 중이네요^_^ 편안함은 확실합니다,3
32,수지148,5.0,5.0,5.0,5.0,5.0,2020.03.01,의자생각보다편하고 색깔너무이쁘네요 ㅜㅜ,3
33,스말로,5.0,null,null,null,null,2019.11.28,설치도 쉽고 가격도 저렴해서 만족스러웟어요.,3
34,ssunggee,5.0,5.0,5.0,5.0,5.0,2019.11.27,집에 두니 분위기도살고 의자도 편해요!,3
35,플럼윤,5.0,5.0,5.0,5.0,5.0,2018.06.30,편하고 너무 이뻐요🌷 엄마아빠가 무척 탐낸다는ㅎㅎ,3
36,둘2둘,5.0,5.0,5.0,5.0,5.0,2021.01.15,방에 의자가 없어서 구매했는데 진짜 편해요!!,2
37,HBDY,5.0,null,null,null,null,2021.01.08,너무 편해요 ㅠㅠㅠㅠㅠ 책읽는 용도로 제격입니다 커버 세탁도 쉬워서 더 만족,2
38,노작동지나,5.0,null,null,null,null,2020.11.14,저희집 고양이가 제일 좋아하는 의자..,2
39,해빈🐵44,5.0,5.0,5.0,5.0,5.0,2020.08.12,진짜..다들사세요..2개샀는데..와.. 앉자마자기절할뻔했어요너무좋아서ㅎㅎ,2
40,지예♡지형,5.0,5.0,5.0,5.0,5.0,2020.07.29,"배송빠르고, 예쁜 원목색의 편안한 의자입니다. 아이보리 너무 예뻐요~^^",2
41,마오랑,5.0,5.0,5.0,5.0,5.0,2020.07.10,"정말 마음에 듭니다!!! 이거 사고싶어서 이것저것 비교하면서 일주일 고민했는데 고민했던 시간이 아까워요 재택중인데 거실에 두고 티비볼때, 노트북할때, 심지어 낮잠 잘 때에도 하루에 절반은 있는 것 같네요 엉덩이쪽이 폭 들어가는 느낌이라 고양이들도 너무너무 좋아해서 매일 싸워요 ㅎㅎㅎ",2
42,워니꾱,5.0,5.0,5.0,5.0,5.0,2020.06.19,가격도 싸고...엄청 푹신하구....이쁘고....그냥 조아요 ㅠㅠㅠ 넘 조음 ㅠㅠㅠㅠ 조립도 심지어 되어서 오던데...이런 혜자....,2
43,붕어기욱,5.0,5.0,5.0,5.0,5.0,2020.04.04,진심 진짜 앉아본뒤로 새거냄새 이런거 필요없고 못일어나겠어요ㅋㅋ 여기앉아서 후기쓰는중.. 짱편해여 짱짱,2
44,비숑산책,5.0,null,null,null,null,2020.03.16,마음에 들어요 자꾸 침대에 눕게 되는 게 싫어서 구매했는데 편하고 좋아요!,2
45,diiive,5.0,5.0,5.0,5.0,5.0,2020.01.09,생각보다 엄청 커요 ㅋㅋ 그래도 푹신하고 좋습니다 >.< 소파 놓고 싶었는데 방이 작아서.. 이걸로도 만족해요,2
46,yusunw,5.0,5.0,5.0,5.0,5.0,2019.09.07,편하고 색깔도 예쁘구 자주 앉아잇고싶은 의자에요!,2
47,불끄는소방관,5.0,5.0,5.0,5.0,5.0,2019.08.11,진짜 완소 의자 ㅠㅠ 여기 앉으면 잠도 잘 오고 너무너무 좋아요 ❤️,2
48,더러운사랑,5.0,5.0,5.0,5.0,5.0,2019.06.10,비슷한 디자인에 비해 더 비싸지만 재질도 좋고 푹신함이 좋네요 만족해요,2
49,곰푸우우우,5.0,5.0,5.0,5.0,5.0,2018.10.02,아이 방 꾸미면서 샀어요. 넘 좋아여,2
50,해해핸,5.0,5.0,5.0,5.0,5.0,2018.09.16,"기존에는 앉을때 살짝 둥둥 거리는 1인용 의자를 썼었는데 이 의자 써보니 훨씬 안정적이고 튼튼한 것 같아요. 세가지로 높이 조절도 가능하고, 쿠션이 통통해서 좋네요^^",2
51,shdin2,5.0,5.0,5.0,5.0,5.0,2018.09.14,빠른 배송 좋았습니다 잘 사용할게요!,2
52,lv3vll,5.0,5.0,5.0,5.0,5.0,2021.07.22,친구집 사용해보고 구매 했는데 좋네요,1
53,montage_lime,5.0,null,null,null,null,2021.07.22,"편한 안락의자를 찾아 직접 앉아본 것만 수십개,,, 매우 만족합니다",1
54,:)29,5.0,5.0,5.0,5.0,5.0,2021.07.21,마켓비랑 이케아 안락의자랑비교해보고 마켓비로주문했어요~~의자단계가 3단계까지있어서 티비보거나 책읽을때 너무편하고 화이트색상이 때탈까봐걱정했는데 다행히 때많이타는 천이아니라서 다행이고 화이트도예쁘고 카키색도 좋아요^^ 저는2개주문했어요,1
55,et.moi,5.0,null,null,null,null,2021.07.19,티비보다가 허리 아파 구매했어요.:),1
56,찻클ㅣ,5.0,5.0,5.0,5.0,5.0,2021.06.29,너무 잘 산 것 같아요 너무 이쁘고 강추,1
57,무늬만사임당,5.0,5.0,5.0,5.0,5.0,2021.06.23,많이 망설이다 구입했는데 나름 편하고 좋아요. 신랑이 푹신하다고 좋아합니다.,1
58,토토나비,5.0,null,null,null,null,2021.05.27,바닥자국남는게걱정이어서 러그깔았더니괜찮아요 무게도있어요 편야하구용,1
59,귀여여어엄둥이,5.0,5.0,5.0,5.0,5.0,2021.02.02,베란다 꾸미려고 샀어요 좋아요 편합니다,1
60,유동진12,5.0,5.0,5.0,5.0,5.0,2021.02.01,의자사고난뒤로 집에만 오면 여기에만 앉아있습니다 엄청편하고 좋아요,1
61,김드앙,5.0,null,null,null,null,2021.01.24,너므옙뿐 저의안락의자 요기에서 소파대신 쉰답니다,1
62,롬쓰아,5.0,5.0,5.0,5.0,5.0,2021.01.19,안락하니 편히 쉴 수 있을 것 같아요:) 배송도 빨라서 좋았어요!,1
63,다우다주,5.0,5.0,5.0,5.0,5.0,2021.01.16,폭신폭신 편해요~~ 화이트라 때탈까 걱정되서 블랭킷으로 덮어놨어요ㅋㅋㅋ 배송도 빠르고 굿굿 방에 작은 카페가 생긴거같아용,1
64,밀크티는데자와,5.0,null,null,null,null,2021.01.07,일단 편해요 커버 분리세탁 가능한것도 장점,1
65,번쩡번쩡,5.0,null,null,null,null,2020.12.31,가격이 조금 세다고 생각했는데 사용해보니 그런 생각이 없어졌어요. 매우 견고하고 각도 조절까지 되니 실용적이에요. 흰색을 구매해서 오염이 걱정되시는 분들은 담요나 패브릭으로 덮어 사용하면 대안이 될것같아요~ 푸프를 발 받침대로 놓고 사용하니 꿀조합 입니다,1
66,냠냠냥냥냥,5.0,5.0,5.0,5.0,5.0,2020.12.20,너무 편해요 튼튼하고 여기 앉아서 티비보면 행복합니다,1
67,케이제이윤,5.0,5.0,5.0,5.0,5.0,2020.12.19,넘 맘에 들어여 어떻게 이렇게 편할수 있죠 ㅠ 넘 감사합니다! 싼 중국산 안사길 잘한듯요!!,1
68,@d9is8,5.0,5.0,5.0,5.0,5.0,2020.12.12,조립되어 왔어요 의자가편해서 자주 앉을거 같아요,1
69,visualcrime,5.0,5.0,5.0,5.0,5.0,2020.12.12,Quite comfortable and looks nice. Pretty high quality and easy to put together. Recommend to have an ottoman to rest your feet on for maximum comfort ㅋㅋ,1
70,주원맘😁,5.0,5.0,5.0,5.0,5.0,2020.11.23,정말 저렴하게 잘샀어요 많이파세요 편한하네요,1
71,코난멍도일옹,5.0,5.0,5.0,5.0,5.0,2020.11.22,화이티는 유지 할 자신이 없어서 이색으오 샀는데 이것도 넘넘 이쁘네요. 앉았을 때 편해요,1
72,제빵왕김삼순,5.0,5.0,5.0,5.0,5.0,2020.11.17,이뻐요 등받이 각도 조절되고 발에 쿠션 얹어주면 누워서 티비보기 좋아요,1
73,체리코올라,5.0,5.0,5.0,5.0,5.0,2020.11.04,제일 잘샀어요 앉아있기도 좋고 강아지들도 너무 조아해요,1
74,ㅇㅖㅅㅡㄹ,5.0,5.0,5.0,5.0,5.0,2020.10.30,생각보다 되게 편하고 좋아요! 특히 접이식이라 마음에듭니다,1
75,gghhy,5.0,5.0,5.0,5.0,5.0,2020.10.27,튼튼하고 좋습니다 저희 강아지가 의자 좋아해요 푹신한가봐여,1
76,나르뚱이,5.0,5.0,5.0,5.0,5.0,2020.10.26,가격대비 만족해요^^ 배송도괜찮고 사용하기좋네요!,1
77,스윗융,5.0,5.0,5.0,5.0,5.0,2020.10.19,너무마음에들어요 의자도 편하고 두개더 구매할 예정입니다,1
78,쫄림이,5.0,5.0,5.0,5.0,5.0,2020.10.07,너무 편합니다 앉아있다가 갑자기 잠드는 마약의자네요,1
79,ARUMDREE,5.0,5.0,5.0,5.0,5.0,2020.10.06,사욘해보니 맘에들고 사이즈도 좋네요!,1
80,뱅어포포,5.0,5.0,5.0,5.0,5.0,2020.10.05,정말 편하고 좋아요!! 친구거 따라 샀는데 최고네요!!,1
81,뫄오뫄,5.0,5.0,5.0,5.0,5.0,2020.10.03,방에 있는 시간이 길어져서 구매했는데 너~~무 편합니다. 3단계로 기울기 조절도 되고 테이블도 같이 놓고 쓰니까 방 밖으로 나갈일이 없어요^_^ 패브릭 분리가 불가한점때문에 뭐 묻히지 않도록 조심해야하는거 빼고는 완-벽 합니다!,1
82,사랑1124,5.0,5.0,5.0,5.0,5.0,2020.09.30,의자 조립도 필요없고 펼치기만 하면 돼서 너무 좋아요!,1
83,꽁치아ㆍ,5.0,5.0,5.0,5.0,5.0,2020.09.29,오~ 아주 이뻐요 편하기도 엄청 편하네요. 테라스에 놓으려고 샀지만 비올까봐 참기로 했어요 가격도 나쁘지않고 튼튼해보여 좋네요,1
84,로맨띠스트,5.0,5.0,5.0,5.0,5.0,2020.09.27,편하기도 하고 너무 이쁘고 만족스러운 디자인이예요 ㅎㅎ,1
85,밈99,5.0,5.0,5.0,5.0,5.0,2020.09.24,왜 리뷰가 좋는지 알겠네요 ~ 흰색 사고 싶었지만 재고 없어 그레이 샀는데 오히려 더 이쁜거 같아요 밖에 못나가니 나름 베란다 카페 ㅋ 꾸며보내요,1
86,멍눌,5.0,5.0,5.0,5.0,5.0,2020.09.21,최고에여 고양이가 좋아해여 완전완전!,1
87,멍눌,5.0,5.0,5.0,5.0,5.0,2020.09.21,편하구 최고에영 고양이가 완전 좋아해용,1
88,핑키핑핑,5.0,5.0,5.0,5.0,5.0,2020.09.21,가격에 비해 편하고 사이즈도 적당해서 맘에드네용,1
89,길예지90,5.0,5.0,5.0,5.0,5.0,2020.09.20,진짜 너뮤 맘에들어요 !! 조만간 테이블 들이고 공간 가능하면 하나 더 주문할거같아요!!><,1
90,시은0107,5.0,5.0,5.0,5.0,5.0,2020.09.20,디자인도 예쁜데 너무 편해요 아주 잘쓰고 있슴다,1
91,양다다다,5.0,5.0,5.0,5.0,5.0,2020.09.20,너무 편해요!!부모님도 앉아보시더니 너무 편하다고 좋아하시네요ㅋㅋ 그레이는 아니구 카키에 좀 더 가깝다고 보는게 맞는 것 같구요 폭신하니 너무 좋더라구요 오늘의 집에서 산 것 중에 최고인 것 같아용,1
92,다혜밤비,5.0,null,null,null,null,2020.09.20,편해서 자주 사용하고 있어요 안락의자,1
93,gmlwjd8,5.0,5.0,5.0,5.0,5.0,2020.09.18,너무 편하고 예뻐요 화이트 사고 싶었는데 때탈까바 브라운색상 했습니다 브라운도 넘 예뻐요,1
94,찌아♥️,5.0,5.0,5.0,5.0,5.0,2020.09.18,이동식이라 불편하면 어쩌나 걱정했는데 엄청 편해요.,1
95,맴맴맴2,5.0,5.0,5.0,5.0,5.0,2020.09.17,배송도 빨랐고 상품도 튼튼합니다! 나사들을 보고 조립하는줄 알았더니 여분인가 보더라구요! 비닐만 뜯어 펼치니 완성이네요ㅎㅎ 생각보다 더 푹신푹신하고 편합니다!,1
96,영준예솔맘22,5.0,5.0,5.0,5.0,5.0,2020.09.17,상품평에 너무 좋아서 좀 기대했나봐요 정말 편하지는 않고ㅎ; 방석 놓고 있음 좀나아요 첨에 앉음 편한데 조금 더 있음 좀 결리는느낌이라.. 가격선에서는 좋은거같아요,1
97,5neull,5.0,null,null,null,null,2020.09.15,편하고 이쁘다 가격대비 정말 만족스러워요,1
98,묭이찌ㅇ,5.0,5.0,5.0,5.0,5.0,2020.09.14,각도조절 신세계. 커버 빼기 힘듬 . 그치만 여기 앉아잇다가 맨날 잠듬,1
99,호롤롤롱다리,5.0,5.0,5.0,5.0,5.0,2020.09.13,반해버려요~ 엄청 편하고 매우 만족스럽네요!! 굿굿!!,1
100,누니아파,5.0,5.0,5.0,5.0,5.0,2020.09.13,펼치기도 쉽고 예뻐요!! 앉아보니 엄청 편안하네여!,1
101,hyein77,5.0,5.0,5.0,5.0,5.0,2020.09.12,편하고 접을 수 있어서 맘에 들어요^^,1
102,j_1hye,5.0,5.0,5.0,5.0,5.0,2020.09.11,너무 예뻐요 조립 없이 바로 사용 가능해서 좋아요,1
103,츄쨔응,5.0,5.0,5.0,5.0,5.0,2020.09.11,생각보다 가벼워요! 색상이 브라운인데 카키색에 가깝네요 ㅜㅜ,1
104,Elim🌷,5.0,null,null,null,null,2020.09.11,책도보고 영화도 보고 발받침 스툴있으면 세상 편해요,1
105,dan__,5.0,5.0,5.0,5.0,5.0,2020.09.10,찍찍이가 있어서 세탁할 때 분리할 수 있네요! 나사가 이미 느슨하게 끼워져서 와서 조립이랄 것도 없어요! 그냥 조금 더 쪼여주기만 하면 돼서 편했어요ㅎㅎ 오자마자 완성 뚝딱하고 가만히 앉아서 멍 때리고 있었어요 너무 편해서ㅋㅋㅋㅋ요즘 집에만 있으면서 기분 전환하고 싶어서 하나씩 사는 중인데 이불이랑도 잘 어울려서 기분이 좋네요 오늘의 집 덕분에 인테리어 하는 재미가 쏠쏠해요. 이쁘고 편하고 생각보다 크고 각도 조절도 3단계로 쉽게 돼서 사길 잘 한듯합니다,1
106,ml_lll,5.0,5.0,5.0,5.0,5.0,2020.09.10,진짜 인테리어에 가장 큰 몫을 한 아이에용 너무 예쁘고 깔꼼해요 ㅜ.ㅜ 때 탈까봐 걱정되지만 잘 써볼게요 😍,1
107,픙121,5.0,5.0,5.0,5.0,5.0,2020.09.10,접이식이지만 편하구 잘쓸꺼같아요 ㅎㅎ,1
108,5556545,5.0,null,null,null,null,2020.09.10,엄청편해요! 빔프로젝터로뭐보거나 노트북으로뭐볼때 앉아서편하게볼수있을것같아용ㅎㅎ 색은 그레이인데 후기대로 카키네요ㅠㅠ 그래도좀카키그레이일지알았는데 그냥 카키가더맞는느낌ㅠㅠ 세탁도그렇고 색도그래서 블랭킷씌워사용할예정입니당,1
109,swimming531,5.0,5.0,5.0,5.0,5.0,2020.09.09,빈백소파 사려다 안락의자로 마음을 바꾼게 신의한수였다고 생각해요~!! 진짜 편하고 좋아요 색도 고급져보이고 맘에쏙들어요~~~!!,1
110,sseonu,5.0,5.0,5.0,5.0,5.0,2020.09.08,밑에 받침이없는줄몰랐어요 ㅋㅋㅋㅋ푠하지만 불안한느낌 좋아요이쁘고,1
111,j_e_o_n_g_2,5.0,5.0,5.0,5.0,5.0,2020.09.04,코로나 때문에 집콕 하면서 안락의자에만 있네요.. 리뷰 사진 찍으려고 일어났어요..공부할 의자는 아니고 책 읽기 좋아요!! 밥도 저기서만 먹고 그냥 일상이 돼버린 의자에오..😂,1
112,날아라슝슝슝,5.0,5.0,5.0,5.0,5.0,2020.09.02,안방베란다에 둘려고 구매했는대요 너무 편해요 햇빛비출때 누워있우면 잠이 솔솔오네요 ㅎㅎ,1
113,Sunsoo_P,5.0,5.0,5.0,5.0,5.0,2020.08.28,빠르게 잘 받았습니다.조립하지 않아서 좋았습니다,1
114,유댕당,5.0,5.0,5.0,5.0,5.0,2020.08.26,이뻐요 좀 먼지가 붙긴 했는데 담요 덮어두려구요,1
115,카이일이미,5.0,5.0,5.0,5.0,5.0,2020.08.26,냄새가 나서 하루정도 밖에 나뒀어요 ㅠㅠ! 그것빼고 넘 좋네요 ㅎㅎㅎ,1
116,슈우뎡,5.0,5.0,5.0,5.0,5.0,2020.08.14,우앙 진짜 이쁜데... 진짜편하기까지...이사 첫날 대충 정리후 찍어봣어요!!!,1
117,둥근달62,5.0,5.0,5.0,5.0,5.0,2020.08.11,티비보면서 안락의자 사용중이예요 편안함 최고입니다,1
118,dlarud9043,5.0,5.0,5.0,5.0,5.0,2020.08.07,생각보다 커서 놀랐어요 그래서 몸이 폭하니 들어가는게 좋습니다☺️,1
119,우후후후후후,5.0,null,null,null,null,2020.08.06,생각보다 너무 편하구 견고해요! 가성비 정말 좋아요,1
120,찰떡맘유댕,5.0,5.0,5.0,5.0,5.0,2020.08.05,조립이 따로 필요없어서 참 좋아요 ㅜㅜ,1
121,✡리더 김주희😁😁✡,5.0,5.0,5.0,5.0,5.0,2020.08.01,완제품으로 오구 내구성도 완전 좋아요. 편하고 넘 만족합니다👍,1
122,k___ny,5.0,5.0,5.0,5.0,5.0,2020.08.01,계속 여기에만 앉아있게 돼요 ㅎㅎ 쇼파 대신 1인용 의자 사길 잘한 것 같아요,1
123,짼니하우스,5.0,5.0,5.0,5.0,5.0,2020.07.28,따로 조립할필요도없고 여분나사까지 있어서 너무너무좋아욥! 재구매의사 20000%,1
124,소다미8,5.0,5.0,5.0,5.0,5.0,2020.07.23,생각보다 푹신하고 너무편해요 몸을 폭 감싸주는기분♡,1
125,summerbb,5.0,5.0,5.0,5.0,5.0,2020.07.23,이거 벌레 맞죠 ㅜㅜ 다 좋은데 말라죽은 벌레가 박제가 되어 있네요 .1달 사용후기 꼭 보세요!!!!!!!! -이거 DIY 제품인가요.? 제가 왜 바느질을 해야하죠..??? .산지 얼마 되지 않아서 단추가 떨어져서 보니..허약한 단추 실을 못버티고 부러져서 바느질! -커버 1회 세탁 했더니 오버로크가 안쳐져 있어서 올풀림에 결국 시접부분 몽땅 뜯어져서 바느질! -다리분분 바닥에 닿는 부분이 매트를 짖눌러 매트 찢어 먹음.. 매트 없었음 마루 작살 낼뻔! 러그위에서만 사용하시는게 좋을듯해요. 구매하실분 참고하세요. 장담컨데 내 집이던 남의 집이던 마루 작살 납니다. -편하긴 편한데 허리 망가질 각오는 하셔야 할듯.. 여기서 수면은 위험해요. -생각보다 자리 차지 많이 해요. 큽니다. 결론; 예쁜거 빼고 아무것도 없어요..... 정말..바느질 하다 화딱지나서 밖으로 던져버릴 뻔! ㅡㅡ; 바느질만 아니었어도 이렇게까진 아니었는데 말이죠. 마켓비껀 다신 안살껍니다! 무슨 애들 장난도 아니고.. 이 퀄리티면 가격이 정말 비싼거에요... 그리고 커버 세탁 방법에 드라이라고 적혀 있는데요... 미쳤어요????? 커버만 1만원이 조금 넘는 가격인데..100만원짜리도 아니고... 드라이라니요... 4천원짜리 쿠션커버에도 오버로크가 처져있는데... 아...정말 말하기도 입 아픕니다 ㅜㅜ 처음에 벌레도 그냥 넘어갔는데.. 이건 무슨.. 몇천원차리 물건도 아닌것이... 이젠 커버 세탁하기도 겁나요.. 산산조각 날까봐요...,1
126,홍세리,5.0,5.0,5.0,5.0,5.0,2020.07.15,편하고 예뻐요^.^ 매일 침대에만 누워있어서 의자가 필요했는데 누워있는것만큼 편하네욯하핫^_^a,1
127,leeparkha,5.0,5.0,5.0,5.0,5.0,2020.07.15,너무 편해요!! 접기도 너무 쉬워요!!,1
128,멕끼꼬,5.0,5.0,5.0,5.0,5.0,2020.07.14,매장에서 직접앉아보고 삿는데 매우 만족합니다 다른데보다 쿠션이 좋은거 같아요,1
129,바보리야,5.0,5.0,5.0,5.0,5.0,2020.07.12,왜 그래이색이라는지 모르겠어요 걍 카키색임! 편해요,1
130,Dalim,5.0,null,null,null,null,2020.07.12,진짜 편해요! 근데 고영희들이 항상 앉아있어서 앉으려면 늘 고영희를 먼저 치워야해요^^... 고영희 침대로 딱이에유..,1
131,사자♥,5.0,null,null,null,null,2020.07.10,높이 조절할수있어서 좋았어요 ‘! 짱편한 의자,1
