,user_name,total_star,durability_star,price_star,design_star,delievery_star,date,review,help
29,푸르른봄,4.8,4.0,5.0,5.0,5.0,2021.07.26,"의자+스툴 포함하여 14만원 가량하는데 가성비가 괜찮은 것 같습니다. 엄청나게 편안!한 건 아닙니다. 다른 분들은 목이 불편하다고 하시는데 저는 허리가 좀 더 불편하다고 느꼈습니다. 하지만 하루에 1, 2시간 정도 멍 때리며 앉아서 음악 듣거나 티비/책 보기 좋습니다. 소재의 촉감도 나쁘지 않습니다. 왜 색상명이 그래이인지 모르겠으나 실물은 절대 회색이 아닙니다. 카키색이에요.",1
30,graceJung,4.8,5.0,5.0,4.0,4.0,2021.07.23,베란다 캠핑장 만들면서 구매했어요. 간단한 캠핑의자를 살까하다가 겨울엔 거실에서 편하게 사용할 겸 마켓비 안락의자로 구매했어요. 두개를 구매할 목적인데 우선 하나만 구매해봤구요. 테이블이랑 의자랑 깔맞춤으로 잘 어울리네요. 첨이라 그런지 쿠션감이 볼록볼록하게 느껴지는데 사용하다보면 내 몸에 맞게 자리잡겠죠 ^^,1
31,감귤배코,4.8,4.0,5.0,5.0,5.0,2020.12.16,편안하고 거실에서 창 밖을 바라보기 딱 좋아요,1
32,깐소네,4.8,5.0,5.0,4.0,4.0,2020.11.18,베란다에 놓고 쉼터로 쓰는데 생각이상이로 편안한 착석감이 매우 흡족합니다 자꾸나가서 앉아있게 된다는 ~^^,1
33,에이드84,4.8,5.0,5.0,4.0,4.0,2020.11.04,편안하고 좋네요. 아이가 쇼파보다 더 좋아해요. 각도조절도 쉽고 시트도 세탁가능해서 좋아요.,1
34,family_mimij,4.8,5.0,5.0,4.0,4.0,2021.08.15,앉아서 휴식하면 힐링돼요 ❣ 견고하고 튼튼합니다. 발판은 의자로도 쓰고 있어요,0
35,tongki1002,4.5,4.0,5.0,5.0,5.0,2021.01.09,디자인도 예쁘고 컬러도 마음에들고 크기도적당합니다. 티비 편하게 보려고 구입했는데 만족스럽습니다. 근데 단추가 두개나 떨어졌어요.. 귀찮아서 아직은 그냥 두었는데 날잡아서 남은 단추들포함해서 단단하게 다시 달아야할것같습니다.,1
36,흥응지,4.5,3.0,5.0,5.0,5.0,2020.12.14,젤 걱정했던 배송은 빨랐습니다.. 근데 흰색인데 얼룩이 잇어서... 이걸 재포장해서 교환받기도 번거롭고 그냥 작은 얼룩이라 세탁하면 괜찮겠지 세탁했고 다시 씌울려니 안쪽에도 오염... 머리쪽 쿠션이 먼지바닥에서 끌린듯한 오염이ㅠㅜ... 세탁도 해버렸고 해서 그냥 물티슈로 닦고 패브리즈 뿌리고 돌돌이 밀고 해서 쓸려구여ㅠ 좀 기분 나쁘고 찝찝...에휴,1
37,graceJung,4.5,4.0,5.0,4.0,4.0,2021.08.23,베란다에서 사용하려고 처음에 한개 구입했다가 다시 추가 구입했는데 팔걸이 부분이 살짝 들떠서 다칠 것 처럼 되어있네요. 수령하고 바로 확인했는데 교환하기 귀찮아서 사포로 살짝 손질해서 사용하려고요. 의자는 편하고 좋아요. 쿠션도 푹신하고 등받이 각도 조절도 할 수 있어서 좋네요.,0
38,UHI09,4.3,4.0,5.0,4.0,4.0,2021.02.08,착석감이 좋고 풋스툴 사용해도 되지만 침대 옆에 두고 침대에 발 걸쳐 쓰는데 딱이네요 ㅎㅎ 넘 편해요 단점이라면 나사가 갈린제품인지 조일때 헛도는 나사가 몇개 있어요 그래서 나사를 더 준건지 ;; 전체적으로 만족합니다,1
39,믹스너트,4.3,4.0,5.0,5.0,5.0,2020.11.26,너무 편해서 퇴근하고 앉아있다가 그대로 잠들었어요 근데 사진에도 보이듯 이틀만에 단추가 하나 떨어져버려서 아쉽네요 다시 달면 그만이지만 쿠션에 약간 뜯어진 부분이 생겨서요 배송은 좀 당황스러웠어요 이틀정도 영업소에서 안움직이다가 토요일에 배송완료 뜨고는 월요일 아침 7시 30분에 벨누르시더라구요 그외에는 전체적으로 만족스럽습니다 아 근데 그레이컬러 실물이 카키에 가깝다는 평을 봤는데 브라운도 카키같아요...ㅋㅋㅋ,1
40,탱썰,4.3,4.0,5.0,3.0,3.0,2020.10.29,배송 빠르게 왔어요~ 쿠션 폭신하니 너무 좋아요! 허리아픈 침대생활 청산입니다,1
41,디비니,4.3,4.0,5.0,3.0,3.0,2021.07.29,디자인은 예쁜데 브라운이라고 하기에는 색이 오묘해요,0
42,여준여겸아빠,4.0,4.0,4.0,4.0,4.0,2021.07.22,디자인이 심플하면서 가격은 합리적이네요,1
43,ㅎㄱㅇㄱㅇ,4.0,4.0,4.0,4.0,4.0,2021.02.12,편하고 좋아요! 발받침이 있었으면 더 좋았겠네요,1
44,우동언니,4.0,4.0,5.0,3.0,3.0,2021.02.09,서재에 꾸몄어요 아직 오래 사용한건 아니라 내구성은 모르게찌만 이쁘고 편안하네요~~! 신랑은 엉덩이가 조금 짧다고 하는데 기울기 조절이 되니 잘 이리저리 사용해보겠습니다 :),1
45,쩜언니,4.0,5.0,5.0,3.0,3.0,2021.01.02,조립할 필요없이 펴기만 하면되서 편리해요. 스툴도 같이 세트로 나왔으면 좋겧네요. 강아지가 좋아해요,1
46,문디의집,4.0,4.0,4.0,3.0,3.0,2020.11.12,"약간의 하자가 있는 것이 왔지만 그냥 씁니다ㅠㅠ 명불허전 마켓비... 가격만큼 하는 것 같아요! 편하고, 접이식이라 보관도 용이합니다",1
47,이슬이2020,4.0,4.0,4.0,4.0,4.0,2020.10.08,배송은 좀 걸렸지만 받아보니 좋아요 동봉된 육각렌치로 좀더 조였어요 근데 바닥이 많이 찍혀요 ㅠㅠ,1
48,자요이:),3.8,4.0,5.0,3.0,3.0,2020.12.22,찍힘은 없었지만 쿠션부분에 오염은 있었어요ㅠㅠ 그래도 안락하니 편해요~@!!,1
49,서노콩,3.5,3.0,4.0,3.0,3.0,2021.06.14,예뻐영 우디하소 녹샛도 진하지않고 편안핮니다,1
50,김경은90,3.5,4.0,3.0,3.0,3.0,2020.12.19,화이트를 좋아해서 구매했는데 앉는 부분은 좀 불편해요,1
51,sarah_armony,3.3,4.0,5.0,3.0,3.0,2020.11.06,튼튼하고 예뻐요. 배송이 늦게오는데 전화연결 너무 안돼서 답답했네요. 흰색 커버가 살짝 오염돼서 왔는데 심하진 않아서 그냥 써요,1
52,웡웡이2,3.0,2.0,3.0,2.0,2.0,2021.05.11,"생각했던대로 왔습니다ㅎㅎ 접는것도 잘되고 좋네요 다만 팔걸이가 흔들흔들거리네요 제것만 그런건지,,",1
53,nox292,3.0,3.0,4.0,3.0,3.0,2020.11.17,생각보다 편해요 소재는 조금 뻣뻣합니다 나무소재라 따뜻해보립니다 가성비는 괜찮아요 배송이 일반택배보다는 조금 늦어요,1
54,윰7578,3.0,3.0,3.0,3.0,3.0,2020.10.20,일인쇼파로 싸게 잘산것같아용 ㅎㅎ 넘나 예뻐용,1
55,라나큄,2.8,3.0,4.0,3.0,3.0,2020.12.18,세상에 배송이 이렇게 늦은 제품 처음이었네요 한달전에 주문하고 택배사에서 배송을 안해줘서 이사가기 일주일 전에 받았어요 3주 이상 배송중 상태라 취소도 안되고 고객센터 통화도 안되고 배송도 못 받은 상태에서 반품 신청해놓으니까 이틀 뒤에 배송 받았어요 어이없게.. 박음질도 꼼꼼하진 않아서 실밥도 나오고..반품 신청한건 가지러도 안와서 결국 이사를 와버렸네요..,2
